"","interval","result"
"1","(0,10]",NA
"2","(10,20]",0.840466666666667
"3","(20,30]",1.07810526315789
"4","(30,40]",2.28564197530864
"5","(40,50]",3.27439726027397
"6","(50,60]",3.71146728971963
"7","(60,70]",11.9319184782609
"8","(70,80]",9.1823568627451
"9","(80,90]",26.5867
"10","(90,100]",43.7506883116883
"11","(100,110]",108.424545454545
"12","(110,120]",0
