"","LENGTH","AGE","INDWT"
"2296","55","5","1.748"
"2297","57","5","1.872"
"2298","67","5","3.518"
"2299","75","7","4.184"
"2300","60","5","2.17"
"2301","63","5","2.666"
"2302","61","5","2.55"
"2303","59","5","2.074"
"2304","62","5","3.018"
"2305","68","6","3.526"
"2306","72","6","3.344"
"2307","67","6","2.842"
"2308","77","7","4.802"
"2309","83","8","5.88"
"2310","77","7","4.492"
"2311","76","7","4.624"
"2312","75","7","4.556"
"2313","75","7","5.204"
"2314","72","7","3.812"
"2315","74","7","4.664"
"2316","77","7","5"
"2317","67","6","3.016"
"2318","60","6","2.512"
"2319","67","6","3.064"
"2320","72","7","4.286"
"2321","79","7","4.584"
"2322","72","6","3.72"
"2323","69","7","3.352"
"2324","66","6","3.076"
"2325","73","7","3.804"
"2326","82","8","5.408"
"2327","75",NA,"3.934"
"2328","71","7","3.662"
"2329","75","7","4.57"
"2330","71","6","3.54"
"2331","38","3",".605"
"2332","78","6","4.788"
"2333","74","7","3.868"
"2334","66","6","2.97"
"2335","72","7","3.386"
"2336","69","7","3.254"
"2337","71","7","3.08"
"2338","69","7","3.532"
"2339","64","5","2.7"
"2340","45","3",".99"
"2341","64","6","2.486"
"2342","74","7","4.118"
"2343","24","1",".13"
"2344","62","6","2.398"
"2345","79","7","4.876"
"2346","72","6","3.45"
"2347","65","6","2.404"
"2348","18","1",".048"
"2349","18","1",".05"
"2350","20","1",".058"
"2351","20","1",".065"
"2352","17","1",".041"
"2353","19","1",".058"
"2354","44","3",".89"
"2355","67","6","3.074"
"2356","70","7","3.564"
"2357","78","7","5.036"
"2358","71","7","4.028"
"2359","74","7","3.848"
"2360","71","7","3.318"
"2361","73","7","3.928"
"2362","76","7","5.088"
"2363","31","2",".294"
"2364","22","1",".1"
"2365","65","6","3.056"
"2366","22","1",".092"
"2367","22","1",".086"
"2368","66","7","2.965"
"2369","36","4",".565"
"2370","44","4","1.045"
"2371","47","5","1.02"
"2372","50","4","1.505"
"2373","59","6","1.665"
"2374","68","8","3.4"
"2375","57","7","1.865"
"2376","68","7","3.6"
"2377","33","3",".4"
"2378","48","5","1.18"
"2379","20","3",".084"
"2380","60","8","1.86"
"2381","57","6","2"
"2382","52","5","1.55"
"2383","65","7","2.265"
"2384","67","7","3.05"
"2385","58","7","1.9"
"2386","57","5","1.715"
"2387","58","5","2.065"
"2388","53","5","1.335"
"2389","54",NA,"1.325"
"2390","56","6","1.985"
"2391","67","8","2.58"
"2392","64","7","2.765"
"2393","54","5","1.575"
"2394","56","7","1.8"
"2395","49","4","1.095"
"2396","52","5","1.37"
"2397","77","6","4.88"
"2398","61","5","2.585"
"2399","44","4",".87"
"2400","64","8","2.355"
"2401","63","7","2.31"
"2402","47","5",".89"
"2403","54","5","1.66"
"2404","57","6","1.835"
"2405","53","5","1.69"
"2406","48","5","1.245"
"2407","46","4",".925"
"2408","67","9","2.855"
"2409","43","4",".86"
"2410","60","7","2.3"
"2411","48","5","1.09"
"2412","40","4",".725"
"2413","70","7","3.245"
"2414","62","7","1.765"
"2415","62","8","2.515"
"2416","22","2",".108"
"2417","37","4",".57"
"2418","76","8","5.12"
"2419","59","7","2.11"
"2420","47","5","1.045"
"2421","60","8","2.2"
"2422","44","4",".78"
"2423","49","4","1.095"
"2424","40","4",".78"
"2425","38","3",".615"
"2426","31","3",".319"
"2427","49","5","1.14"
"2428","41","5",".795"
"2429","49","5","1.01"
"2430","59","5","1.945"
"2431","55","7","1.575"
"2432","36","4",".52"
"2433","64","8","2.65"
"2434","70","9","3.45"
"2435","63","7","2.175"
"2436","50","5",".95"
"2437","60","7","2.085"
"2438","35","3",".485"
"2439","19","3",".061"
"2440","57","6","1.585"
"2441","78","9","4.59"
"2442","33","3",".4"
"2443","38","3",".57"
"2444","29","3",".218"
"2445","51","5","1.21"
"2446","18","3",".048"
"2447","53","5","1.595"
"2448","54","7","1.485"
"2449","57","6","1.825"
"2450","40","2",".78"
"2451","52","5","1.44"
"2452","46","4",".975"
"2453","45","3","1.11"
"2454","72","8","3.41"
"2455","64","6","2.985"
"2456","48","5","1.005"
"2457","54","6","1.635"
"2458","24","1",".137"
"2459","33","3",".41"
"2460","19","3",".066"
"2461","18","3",".052"
"2462","57","5","1.945"
"2463","53","5","1.36"
"2464","54","6","1.395"
"2465","54","5","1.67"
"2466","39","2",".71"
"2467","36","2",".495"
"2468","36","2",".51"
"2469","52","5","1.73"
"2470","33","2",".38"
"2471","48","4","1.19"
"2472","25","1",".164"
"2473","27","2",".205"
"2474","24","1",".12"
"2475","45","3","1.15"
"2476","79","8","5.6"
"2477","62","7","2.885"
"2478","27","1",".185"
"2479","46","3","1.04"
"2480","35","2",".475"
"2481","47","4","1.06"
"2482","33","2",".355"
"2483","27","1",".205"
"2484","26","2",".175"
"2485","26","1",".155"
"2486","26","1",".179"
"2487","25","2",".178"
"2488","49","4","1.23"
"2489","34","2",".405"
"2490","27","1",".189"
"2491","25","1",".146"
"2492","38","2",".57"
"2493","66","7","3.13"
"2494","41","3",".785"
"2495","24","1",".129"
"2496","28","2",".22"
"2497","30","1",".275"
"2498","29","2",".248"
"2499","52","4","1.56"
"2500","37","3",".51"
"2501","36","2",".47"
"2502","43","3",".81"
"2503","33","3",".43"
"2504","37","2",".54"
"2505","57","4","2.19"
"2506","35","2",".385"
"2507","53","5","1.76"
"2508","67","7","3.56"
"2509","24","1",".13"
"2510","45","4",".97"
"2511","24","1",".144"
"2512","37","2",".53"
"2513","26","1",".212"
"2514","51","5","1.39"
"2515","52","5","1.35"
"2516","33","2",".38"
"2517","25","1",".149"
"2518","44","3",".87"
"2519","54","4","1.825"
"2520","34","2",".38"
"2521","34","2",".39"
"2522","57","5","2.135"
"2523","59","6","2.325"
"2524","79","6","5.445"
"2525","65",NA,"2.875"
"2526","67","6","3.414"
"2527","59","5","2.291"
"2528","77","7","5.7"
"2529","29","1",".241"
"2530","28","1",".227"
"2531","33","1",".408"
"2532","75","8","5.4"
"2533","56","4","1.744"
"2534","77","7","4.552"
"2535","81","9","5.208"
"2536","31","1",".28"
"2537","52","4","1.434"
"2538","30","1",".292"
"2539","59","6","1.736"
"2540","14","0",".028"
"2541","31","2",".316"
"2542","31","2",".304"
"2543","59","6","2.954"
"2544","71","7","4.258"
"2545","51","5","1.42"
"2546","68","6","3.656"
"2547","53","4","1.64"
"2548","36","2",".51"
"2549","31","1",".306"
"2550","69","6","3.68"
"2551","72","6","4.354"
"2552","69","6","3.49"
"2553","61","6","2.912"
"2554","70","6","3.65"
"2555","41","2",".72"
"2556","54","3","1.736"
"2557","34","1",".438"
"2558","33","1",".362"
"2559","30","1",".28"
"2560","62",NA,"2.794"
"2561","59","5","2.694"
"2562","49","5","1.358"
"2563","66","4","3.382"
"2564","61","6","2.736"
"2565","66","6","3.184"
"2566","75","6","5.478"
"2567","58","6","1.666"
"2568","56","6","2.152"
"2569","30","1",".286"
"2570","67","6","2.982"
"2571","65","6","3.178"
"2572","43","2",".908"
"2573","30","1",".248"
"2574","48","2","1.15"
"2575","80","9","6.98"
"2576","29","1",".225"
"2577","69","6","4.04"
"2578","64","6","3.2"
"2579","81","7","6.22"
"2580","81","7","6.6"
"2581","86","8","7.96"
"2582","67","6","3.368"
"2583","71","7","4.57"
"2584","72","6","4.224"
"2585","69","7","3.85"
"2586","70","7","4.634"
"2587","87","8","6.24"
"2588","25","1",".155"
"2589","30","1",".364"
"2590","32","1",".377"
"2591","24","1",".134"
"2592","79","7","6.14"
"2593","60","5","2.248"
"2594","64","8","2.446"
"2595","79","10","4.6"
"2596","26","2",".165"
"2597","60","6","1.824"
"2598","75","8","3.992"
"2599","55","4","1.67"
"2600","69","7","3.424"
"2601","82","8","5.96"
"2602","47","4","1.066"
"2603","58","6","1.804"
"2604","54","4","1.67"
"2605","52","4","1.528"
"2606","55","5","1.722"
"2607","54","4","1.656"
"2608","62","6","2.326"
"2609","63","6","2.34"
"2610","56","6","1.646"
"2611","49","4","1.264"
"2612","49","4","1.248"
"2613","60","6","2.046"
"2614","64","6","2.27"
"2615","64","7","2.432"
"2616","51","4","1.308"
"2617","62","5","2.296"
"2618","68","7","2.884"
"2619","64","6","2.106"
"2620","29","2",".207"
"2621","67","11","3.192"
"2622","69",NA,"2.982"
"2623","37","2",".54"
"2624","31","2",".326"
"2625","34","2",".436"
"2626","60","7","2.115"
"2627","22","1",".099"
"2628","76","8","3.952"
"2629","70","8","3.528"
"2630","71","10","3.252"
"2631","18","1",".047"
"2632","15","1",".03"
"2633","17","1",".046"
"2634","18","1",".056"
"2635","23","1",".103"
"2636","19","1",".06"
"2637","14","1",".026"
"2638","14","1",".026"
"2639","15","1",".028"
"2640","15","1",".027"
"2641","15","1","0"
"2642","15","1","0"
"2643","24","1",".129"
"2644","16","1",".031"
"2645","19","1",".059"
"2646","20","1",".079"
"2647","31","2",".274"
"2648","18","1",".051"
"2649","67","6","3.002"
"2650","78","7","4.538"
"2651","71","7","3.526"
"2652","68","8","3.178"
"2653","68","7","3.26"
"2654","70","7","3.718"
"2655","74","8","4.262"
"2656","86","9","6.8"
"2657","65","7","2.388"
"2658","70","7","3.79"
"2659","74","7","4.486"
"2660","74","8","4.92"
"2661","17","1",".045"
"2662","17","1",".044"
"2663","68","7","3.196"
"2664","58","6","1.948"
"2665","69","6","3.268"
"2666","68","9","3.124"
"2667","74","7","3.552"
"2668","59","5","2.032"
"2669","67","7","2.634"
"2670","74","7","4.026"
"2671","80","9","4.678"
"2672","66","7","2.868"
"2673","75","9","4.144"
"2674","64","7","2.802"
"2675","78","7","4.5"
"2676","68","7","3.224"
"2677","71","7","3.626"
"2678","75","10","4.124"
"2679","61","7","2.252"
"2680","73","9","3.844"
"2681","81","9","4.696"
"2682","60","7","2.118"
"2683","87",NA,"5.98"
"2684","67","7","2.898"
"2685","78","8","4.77"
"2686","65","7","2.502"
"2687","53","5","1.648"
"2688","70","6","3.634"
"2689","65","7","2.882"
"2690","84","9","5.9"
"2691","71","7","3.088"
"2692","82","7","5.01"
"2693","80","10","4.84"
"2694","63","7","2.262"
"2695","70","7","3.388"
"2696","64","7","2.508"
"2697","60","7","2.004"
"2698","65","7","2.954"
"2699","64","6","2.616"
"2700","56","7","1.792"
"2701","68","6","2.952"
"2702","69","7","3.252"
"2703","72","7","3.29"
"2704","74","7","3.782"
"2705","71","7","3.61"
"2706","80","9","5.056"
"2707","71","7","3.394"
"2708","80","10","4.546"
"2709","62","7","2.45"
"2710","64","7","2.498"
"2711","67","7","3.29"
"2712","82","9","5.76"
"2713","69","7","3.262"
"2714","72","8","3.438"
"2715","75","9","4.376"
"2716","67","6","2.725"
"2717","68","7","2.958"
"2718","59","5","2.218"
"2719","50","5","1.348"
"2720","56","5","1.83"
"2721","65","8","2.582"
"2722","58","5","2.082"
"2723","60","6","2.056"
"2724","68","6","3.086"
"2725","72","9","3.742"
"2726","86","9","5.2"
"2727","67","7","3.254"
"2728","70","7","3.218"
"2729","76","9","4.162"
"2730","72","9","3.45"
"2731","75","9","4.35"
"2732","79","9","5.12"
"2733","81","9","4.976"
"2734","80","12","4.974"
"2735","83","10","6.3"
"2736","63","6","2.6"
"2737","52","5","1.484"
"2738","79","7","4.296"
"2739","20","1",".085"
"2740","70","7","3.374"
"2741","68","7","3.246"
"2742","59","5","2.186"
"2743","74","8","3.818"
"2744","71","7","3.614"
"2745","69","7","2.996"
"2746","72","7","3.802"
"2747","65","7","2.578"
"2748","78","8","4.956"
"2749","67","7","2.938"
"2750","76","8","3.95"
"2751","79","9","4.506"
"2752","74","11","3.918"
"2753","56","5","1.994"
"2754","75","7","4.002"
"2755","63","6","2.54"
"2756","66","6","2.804"
"2757","77","8","4.326"
"2758","22","1",".107"
"2759","23","1",".133"
"2760","24","1",".133"
"2761","20","1",".074"
"2762","57","5","1.87"
"2763","68","8","3.218"
"2764","25","1",".154"
"2765","23","1",".115"
"2766","33","2",".401"
"2767","23","1",".133"
"2768","23","1",".113"
"2769","25","1",".166"
"2770","23","1",".113"
"2771","29","2",".257"
"2772","17","1",".038"
"2773","19","1",".065"
"2774","19","1",".061"
"2775","18","1",".049"
"2776","90","10","6.92"
"2777","79","8","5.278"
"2778","70","8","3.168"
"2779","63","5","2.392"
"2780","73","9","3.502"
"2781","78",NA,"4.67"
"2782","66","7","2.812"
"2783","65","7","2.864"
"2784","92","10","6.9"
"2785","68","9","3.09"
"2786","65","7","2.92"
"2787","23","1",".114"
"2788","24","1",".126"
"2789","23","1",".134"
"2790","20","1",".072"
"2791","20","1",".088"
"2792","21","1",".09"
"2793","76","9","4.31"
"2794","42","3",".71"
"2795","72","9","3.706"
"2796","74","8","4.184"
"2797","78","9","4.614"
"2798","70","8","3.16"
"2799","58","5","2.21"
"2800","67","7","3.724"
"2801","38","2",".528"
"2802","90","9","12.28"
"2803","62","6","1.935"
"2804","53","3","1.661"
"2805","60","5","2.334"
"2806","60","7","2.066"
"2807","53","4","1.476"
"2808","42","2",".764"
"2809","30","1",".308"
"2810","31","1",".3"
"2811","28","1",".218"
"2812","27","1",".19"
"2813","31","1",".318"
"2814","27","1",".207"
"2815","29","1",".25"
"2816","32","1",".326"
"2817","32","1",".316"
"2818","30","1",".312"
"2819","32","1",".338"
"2820","29","1",".27"
"2821","28","1",".21"
"2822","30","1",".264"
"2823","29","1",".265"
"2824","29","1",".239"
"2825","30","1",".288"
"2826","30","1",".27"
"2827","29","1",".256"
"2828","29","1",".254"
"2829","31","1",".348"
"2830","78","7","5.034"
"2831","45","3","1.004"
"2832","39","2",".644"
"2833","77","8","5.692"
"2834","55","4","1.88"
"2835","70","7","3.788"
"2836","63","5","2.566"
"2837","42","2",".75"
"2838","44","3",".89"
"2839","42","2",".738"
"2840","51","3","1.402"
"2841","70","8","3.59"
"2842","41","2",".708"
"2843","28","1",".22"
"2844","55","4","1.786"
"2845","49","3","1.186"
"2846","38","2",".518"
"2847","58","4","2.072"
"2848","48","3","1.076"
"2849","49","3","1.132"
"2850","52","3","1.336"
"2851","62","5","2.578"
"2852","53","3","1.564"
"2853","45","2",".928"
"2854","55","4","1.65"
"2855","43","2",".948"
"2856","55","3","1.842"
"2857","53","3","1.824"
"2858","37","2",".536"
"2859","37","2",".562"
"2860","31","1",".28"
"2861","32","1",".332"
"2862","30","1",".325"
"2863","19","0",".068"
"2864","28","1",".256"
"2865","27","1",".244"
"2866","28","1",".237"
"2867","37","2",".526"
"2868","28","1",".222"
"2869","32","1",".349"
"2870","31","1",".344"
"2871","30","1",".352"
"2872","17","0",".044"
"2873","35","2",".356"
"2874","34","2",".434"
"2875","64","8","3.152"
"2876","52","3","1.34"
"2877","31","1",".31"
"2878","30","1",".262"
"2879","79","9","5.72"
"2880","87","9","7"
"2881","85","9","7.14"
"2882","82","9","6.58"
"2883","74","8","4.72"
"2884","71","6","3.78"
"2885","31","1",".306"
"2886","83","10","7.1"
"2887","106","13","14.76"
"2888","86","10","7.24"
"2889","102","11","12.52"
"2890","91","10","9.56"
"2891","101","11","11.42"
"2892","94","10","9.66"
"2893","81","8","6.4"
"2894","90","11","7.5"
"2895","91","10","8.6"
"2896","38","2",".505"
"2897","80","10","6.26"
"2898","100","15","11.88"
"2899","96","12","10.96"
"2900","82","9","5.68"
"2901","96","14","11.62"
"2902","67","7","2.856"
"2903","31","1",".32"
"2904","75","11","4.55"
"2905","67","8","2.81"
"2906","71","8","3.33"
"2907","21","1",".09"
"2908","20","1",".06"
"2909","77","10","4.185"
"2910","77","11","4.965"
"2911","90","11","7.14"
"2912","39","4",".485"
"2913","36","2",".475"
"2914","31","2",".29"
"2915","73","8","3.885"
"2916","26","1",".195"
"2917","26","1",".185"
"2918","22","1",".1"
"2919","32","2",".355"
"2920","28","2",".215"
"2921","27","2",".195"
"2922","25","1",".16"
"2923","24","1",".12"
"2924","22","1",".095"
"2925","22","1",".095"
"2926","19","1",".06"
"2927","20","1",".075"
"2928","20","1",".07"
"2929","65","6","2.445"
"2930","60","7","2.235"
"2931","72","9","3.545"
"2932","69",NA,"3.125"
"2933","64","6","2.805"
"2934","56","5","1.76"
"2935","52","5","1.43"
"2936","68","8","3.16"
"2937","58","5","1.805"
"2938","60","5","2.155"
"2939","53","5","1.535"
"2940","53","5","1.39"
"2941","75","9","4.545"
"2942","73","8","3.245"
"2943","55","5","1.625"
"2944","56","5","1.62"
"2945","32","2",".35"
"2946","33","3",".365"
"2947","28","3",".215"
"2948","30","2",".255"
"2949","61","5","2.27"
"2950","72","8","3.16"
"2951","33","2",".37"
"2952","25","1",".15"
"2953","30","3",".225"
"2954","26","1",".195"
"2955","26","2",".15"
"2956","30","2",".24"
"2957","34","3",".385"
"2958","23","1",".085"
"2959","21","1",".06"
"2960","21","1",".08"
"2961","20","1",".07"
"2962","28","2",".2"
"2963","34","3",".435"
"2964","29","2",".22"
"2965","35","3",".42"
"2966","30","2",".265"
"2967","31","2",".26"
"2968","32","2",".355"
"2969","27","2",".245"
"2970","63","6","2.55"
"2971","72","8","3.23"
"2972","79","9","5.05"
"2973","41","4",".51"
"2974","33","3",".37"
"2975","28","2",".23"
"2976","34","3",".33"
"2977","26","2",".175"
"2978","29","2",".23"
"2979","35","3",".41"
"2980","30","2",".285"
"2981","25","2",".17"
"2982","25","2",".145"
"2983","32","3",".285"
"2984","22","1",".105"
"2985","24","1",".115"
"2986","21","1",".085"
"2987","20","1",".075"
"2988","22","1",".11"
"2989","19","1",".065"
"2990","35","2",".35"
"2991","29","2",".215"
"2992","73","8","3.67"
"2993","69","8","2.95"
"2994","65","8","3.015"
"2995","73","9","3.45"
"2996","69","8","3.01"
"2997","81","8","4.57"
"2998","44","3",".82"
"2999","66","8","2.52"
"3000","73","8","3.555"
"3001","69","7","3.22"
"3002","70","7","3.195"
"3003","68","6","2.83"
"3004","29","2",".235"
"3005","33","3",".355"
"3006","32","3",".32"
"3007","22","1",".085"
"3008","22","1",".095"
"3009","68","7","3.17"
"3010","64","5","2.495"
"3011","62","5","2.695"
"3012","62","5","2.43"
"3013","60","5","1.955"
"3014","64","5","2.935"
"3015","74","8","4.095"
"3016","69","8","3.835"
"3017","64","6","2.665"
"3018","58","6","2.24"
"3019","78","9","4.315"
"3020","22","1",".105"
"3021","21","1",".085"
"3022","22","1",".075"
"3023","23","1",".105"
"3024","62","5","2.31"
"3025","74","10","3.685"
"3026","62","8","2.28"
"3027","64","8","2.445"
"3028","69","8","2.94"
"3029","72","10","3.22"
"3030","21","1",".105"
"3031","83",NA,"5.645"
"3032","68",NA,"2.84"
"3033","70","9","3.44"
"3034","84","9","5.935"
"3035","82","8","5.17"
"3036","76","8","4.99"
"3037","68","9","3.575"
"3038","69","8","3.45"
"3039","81","9","6.36"
"3040","78","8","4.765"
"3041","71","8","3.93"
"3042","84","9","5.44"
"3043","26","2",".175"
"3044","27","2",".17"
"3045","23","1",".113"
"3046","20","1",".072"
"3047","20","1",".076"
"3048","35","3",".44"
"3049","29","2",".215"
"3050","22","1",".1"
"3051","32","3",".315"
"3052","75","8","4.59"
"3053","30","2",".26"
"3054","32","3",".345"
"3055","30","2",".255"
"3056","28","2",".215"
"3057","27","2",".205"
"3058","23","1",".125"
"3059","33","2",".36"
"3060","34","3",".405"
"3061","36","3",".46"
"3062","40","3",".7"
"3063","35","2",".44"
"3064","30","2",".32"
"3065","35","3",".45"
"3066","34","3",".415"
"3067","33","3",".35"
"3068","50","5","1.195"
"3069","80","8","5.19"
"3070","60",NA,"2.025"
"3071","49",NA,".935"
"3072","34",NA,".378"
"3073","22",NA,".11"
"3074","58",NA,"1.95"
"3075","29",NA,".24"
"3076","62",NA,"2.3"
"3077","67",NA,"2.865"
"3078","70",NA,"3.27"
"3079","64",NA,"2.425"
"3080","68",NA,"2.785"
"3081","81",NA,"4.83"
"3082","63",NA,"2.185"
"3083","28",NA,".221"
"3084","67",NA,"3.29"
"3085","63",NA,"2.46"
"3086","30",NA,".292"
"3087","57",NA,"1.91"
"3088","53",NA,"1.405"
"3089","70",NA,"3.22"
"3090","38",NA,".545"
"3091","57",NA,"1.96"
"3092","44",NA,".905"
"3093","60",NA,"2.1"
"3094","54",NA,"1.665"
"3095","48",NA,"1.3"
"3096","56",NA,"1.66"
"3097","55",NA,"1.855"
"3098","53",NA,"1.68"
"3099","64",NA,"2.44"
"3100","66",NA,"2.92"
"3101","57",NA,"2.075"
"3102","38",NA,".56"
"3103","21",NA,".101"
"3104","65",NA,"2.695"
"3105","61",NA,"2.27"
"3106","59",NA,"1.715"
"3107","52",NA,"1.26"
"3108","53",NA,"1.46"
"3109","50",NA,"1.3"
"3110","25",NA,".16"
"3111","43",NA,".83"
"3112","69",NA,"2.68"
"3113","35",NA,".428"
"3114","63",NA,"2.035"
"3115","74",NA,"4.315"
"3116","60",NA,"2.13"
"3117","64",NA,"2.81"
"3118","34",NA,".335"
"3119","55",NA,"1.565"
"3120","64",NA,"2.35"
"3121","65",NA,"2.46"
"3122","62",NA,"2.45"
"3123","43",NA,".805"
"3124","65",NA,"2.45"
"3125","49",NA,"1.11"
"3126","68",NA,"2.985"
"3127","60",NA,"2.17"
"3128","44",NA,".695"
"3129","60",NA,"2.075"
"3130","72",NA,"3.99"
"3131","59",NA,"1.88"
"3132","65",NA,"2.8"
"3133","71",NA,"3.565"
"3134","67",NA,"3.18"
"3135","70",NA,"3.35"
"3136","53",NA,"1.375"
"3137","57",NA,"1.8"
"3138","62",NA,"2.43"
"3139","51",NA,"1.385"
"3140","59",NA,"2.005"
"3141","65",NA,"2.65"
"3142","64",NA,"2.715"
"3143","38",NA,".48"
"3144","41",NA,".55"
"3145","49",NA,"1.275"
"3146","68",NA,"3.23"
"3147","36",NA,".45"
"3148","22",NA,".1"
"3149","22",NA,".1"
"3150","59",NA,"2.08"
"3151","68",NA,"2.54"
"3152","58",NA,"1.67"
"3153","67",NA,"2.895"
"3154","56",NA,"1.615"
"3155","54",NA,"1.685"
"3156","66",NA,"2.84"
"3157","62",NA,"2.28"
"3158","56",NA,"1.91"
"3159","72",NA,"3.92"
"3160","70",NA,"2.81"
"3161","50",NA,"1.14"
"3162","61",NA,"2.405"
"3163","30",NA,".264"
"3164","44",NA,".83"
"3165","60",NA,"2.09"
"3166","57",NA,"1.68"
"3167","59","4","2.43"
"3168","35","2",".472"
"3169","28","1",".202"
"3170","45","2","1.066"
"3171","20","0",".075"
"3172","35","2",".435"
"3173","23","0",".13"
"3174","24","1",".175"
"3175","21","1",".105"
"3176","26","1",".2"
"3177","22","1",".11"
"3178","21","1",".085"
"3179","21","1",".135"
"3180","28","2",".21"
"3181","26","1",".195"
"3182","19","0",".08"
"3183","18","0",".055"
"3184","34","1",".49"
"3185","69","6","4.225"
"3186","18","0",".06"
"3187","17","0",".06"
"3188","18","0",".06"
"3189","19","0",".075"
"3190","19","0",".07"
"3191","51","4","1.315"
"3192","41","2",".785"
"3193","40","2",".73"
"3194","43","2",".85"
"3195","47","2","1.185"
"3196","33","1",".365"
"3197","30","1",".31"
"3198","30","1",".32"
"3199","24","1",".13"
"3200","30","1",".29"
"3201","25","1",".185"
"3202","27","1",".21"
"3203","32","1",".335"
"3204","25","1",".16"
"3205","32","2",".305"
"3206","24","1",".16"
"3207","36","2",".53"
"3208","39","2",".66"
"3209","37","2",".56"
"3210","30","2",".325"
"3211","29","1",".24"
"3212","40","2",".715"
"3213","38","2",".64"
"3214","46","3",".97"
"3215","39","2",".615"
"3216","29","1",".235"
"3217","18","1",".06"
"3218","41","2",".86"
"3219","37","2",".535"
"3220","39","2",".765"
"3221","42","2",".83"
"3222","33","1",".42"
"3223","38","2",".61"
"3224","29","1",".285"
"3225","28","1",".255"
"3226","33","1",".41"
"3227","19","0",".07"
"3228","79","8","5.93"
"3229","32","1",".385"
"3230","34","1",".41"
"3231","29","1",".28"
"3232","38","2",".6"
"3233","39","2",".51"
"3234","52","3","1.255"
"3235","38","2",".525"
"3236","39","2",".58"
"3237","47","3","1.145"
"3238","41","3",".735"
"3239","35","3",".425"
"3240","39","3",".655"
"3241","70",NA,"3.5"
"3242","75","9","4.155"
"3243","52","5","1.38"
"3244","42","3",".755"
"3245","41","3",".655"
"3246","38","3",".52"
"3247","38","3",".55"
"3248","40","3",".775"
"3249","39","3",".565"
"3250","35","2",".425"
"3251","36","3",".455"
"3252","52","5","1.47"
"3253","49","4","1.185"
"3254","76","11","4.07"
"3255","69","7","3.355"
"3256","17","1",".045"
"3257","64","8","2.57"
"3258","57","6","1.635"
"3259","21","1",".085"
"3260","92","13","7.525"
"3261","30","2",".228"
"3262","66","8","2.63"
"3263","55","4","1.525"
"3264","47","4","1.15"
"3265","74","8","4.085"
"3266","51","6","1.28"
"3267","22","1",".115"
"3268","20","1",".065"
"3269","20","1",".07"
"3270","18","1",".05"
"3271","69","7","3.565"
"3272","46","3","1.125"
"3273","39","3",".685"
"3274","41","3",".755"
"3275","39","2",".635"
"3276","41","4",".7"
"3277","41","3",".705"
"3278","39","3",".54"
"3279","19","1",".061"
"3280","58","6","1.935"
"3281","62","7","2.13"
"3282","58","5","1.95"
"3283","73","8","3.31"
"3284","66","7","2.94"
"3285","65","6","2.62"
"3286","56","4","1.865"
"3287","58","6","2"
"3288","68","8","3.03"
"3289","54","6","1.695"
"3290","72","9","3.55"
"3291","65","6","2.515"
"3292","61","5","2.565"
"3293","63","7","2.365"
"3294","50","4","1.25"
"3295","96","13","7.7"
"3296","76","8","3.86"
"3297","36","3",".455"
"3298","35","3",".355"
"3299","71","7","3.69"
"3300","50","4","1.285"
"3301","75","8","4.34"
"3302","48","4","1.2"
"3303","19","1",".05"
"3304","21","1",".065"
"3305","20","1",".06"
"3306","18","1",".045"
"3307","18","1",".045"
"3308","18","1",".048"
"3309","21","1",".084"
"3310","27","2",".169"
"3311","30","2",".229"
"3312","25","2",".114"
"3313","25","2",".159"
"3314","17","1",".039"
"3315","20","1",".062"
"3316","17","1",".046"
"3317","19","1",".052"
"3318","22","1",".112"
"3319","19","1",".069"
"3320","63","7","2.26"
"3321","60","5","2.12"
"3322","74","7","4.195"
"3323","23","1",".125"
"3324","33","2",".37"
"3325","50","4","1.27"
"3326","74","8","4.145"
"3327","24","1",".152"
"3328","34","2",".375"
"3329","36","2",".45"
"3330","22","1",".085"
"3331","70","8","3.33"
"3332","106",NA,"10.36"
"3333","77",NA,"4.16"
"3334","88",NA,"8.06"
"3335","74",NA,"3.98"
"3336","82",NA,"5.6"
"3337","87",NA,"6.48"
"3338","81",NA,"4.8"
"3339","78",NA,"4.5"
"3340","82",NA,"5.32"
"3341","79",NA,"5.04"
"3342","84",NA,"6.48"
"3343","82",NA,"5.14"
"3344","73",NA,"4.16"
"3345","76",NA,"4.78"
"3346","80",NA,"4.24"
"3347","73",NA,"3.36"
"3348","78",NA,"4.3"
"3349","72",NA,"3.44"
"3350","77",NA,"4.26"
"3351","80",NA,"4.06"
"3352","82",NA,"5.4"
"3353","70",NA,"3.22"
"3354","17","1",".035"
"3355","22","1",".095"
"3356","59","5","2.075"
"3357","50","4","1.275"
"3358","59","5","1.92"
"3359","71","8","3.65"
"3360","73","9","3.96"
"3361","68","8","3.355"
"3362","78","9","5.135"
"3363","20","1",".064"
"3364","17","1",".043"
"3365","20","1",".069"
"3366","22","2",".101"
"3367","24","2",".119"
"3368","22","1",".102"
"3369","21","1",".085"
"3370","18","1",".052"
"3371","19","1",".063"
"3372","19","1",".057"
"3373","18","1",".047"
"3374","30","2",".22"
"3375","18","1",".048"
"3376","25","2",".136"
"3377","68","7","3.45"
"3378","57","5","1.98"
"3379","56","5","1.975"
"3380","58","4","2.545"
"3381","63","5","3.225"
"3382","57","4","2.125"
"3383","63","8","2.88"
"3384","60",NA,"2.7"
"3385","51","4","1.585"
"3386","47","3","1.065"
"3387","73",NA,"2.876"
