"","LENGTH","AGE","INDWT"
"9287","48","3",NA
"9288","51","3",NA
"9289","54","3",NA
"9290","55","3",NA
"9291","55","3",NA
"9292","60","4",NA
"9293","55","4",NA
"9294","84","8",NA
"9295","110","15",NA
"9296","64","5",NA
"9297","70","6",NA
"9298","71","5",NA
"9299","74","5",NA
"9300","86","7",NA
"9301","22","1",NA
"9302","100","16",NA
"9303","54","4",NA
"9304","66","6",NA
"9305","71","6",NA
"9306","59","5",NA
"9307","64","5",NA
"9308","64","5",NA
"9309","70","6",NA
"9310","73","7",NA
"9311","74","6",NA
"9312","75","6",NA
"9313","77","8",NA
"9314","80","8",NA
"9315","81","8",NA
"9316","77","6",NA
"9317","92","7",NA
"9318","46","3",NA
"9319","65","6",NA
"9320","69","6",NA
"9321","73","7",NA
"9322","74","6",NA
"9323","74","7",NA
"9324","75","6",NA
"9325","75","6",NA
"9326","76","7",NA
"9327","77","9",NA
"9328","79","8",NA
"9329","80","7",NA
"9330","80","8",NA
"9331","85","9",NA
"9332","96","10",NA
"9333","73","7",NA
"9334","41","3",NA
"9335","54","4",NA
"9336","58","4",NA
"9337","66","4",NA
"9338","66","5",NA
"9339","80","6",NA
"9340","61","3",NA
"9341","82","7",NA
"9342","89","8",NA
"9343","30","1",NA
"9344","93","10",NA
"9345","82","7",NA
"9346","82","8",NA
"9347","55","4",NA
"9348","70","6",NA
"9349","71","6",NA
"9350","74","7",NA
"9351","76","7",NA
"9352","77","7",NA
"9353","83","8",NA
"9354","85","9",NA
"9355","96","15",NA
"9356","73","5",NA
"9357","77","6",NA
"9358","77","6",NA
"9359","81","6",NA
"9360","100","12",NA
"9361","92","8",NA
"9362","66","5",NA
"9363","81","6",NA
"9364","92","8",NA
"9365","70","5",NA
"9366","91","14",NA
"9367","106","14",NA
"9368","74","6",NA
"9369","76","6",NA
"9370","91","10",NA
"9371","23","1",NA
"9372","24","1",NA
"9373","87","7",NA
"9374","32","2",NA
"9375","84","8",NA
"9376","90","9",NA
"9377","90","10",NA
"9378","32","2",NA
"9379","74","6",NA
"9380","75","7",NA
"9381","69","5",NA
"9382","21","1",NA
"9383","29","2",NA
"9384","75","7",NA
"9385","107","15",NA
"9386","56","4",NA
"9387","96","8",NA
"9388","38","1",NA
"9389","31","1",NA
"9390","55","7",NA
"9391","72","7",NA
"9392","50","3",NA
"9393","66","5",NA
"9394","66","6",NA
"9395","67","5",NA
"9396","68","5",NA
"9397","70","7",NA
"9398","71","6",NA
"9399","77","7",NA
"9400","77","7",NA
"9401","77","7",NA
"9402","78","7",NA
"9403","78","7",NA
"9404","79","7",NA
"9405","82","7",NA
"9406","90","9",NA
"9407","92","9",NA
"9408","93","13",NA
"9409","94","13",NA
"9410","79","8",NA
"9411","56","4",NA
"9412","66","5",NA
"9413","60","6",NA
"9414","83","6",NA
"9415","15","1",NA
"9416","16","1",NA
"9417","27","2",NA
"9418","64","4",NA
"9419","81","7",NA
"9420","83","8",NA
"9421","87","9",NA
"9422","92","10",NA
"9423","92","10",NA
"9424","87","8",NA
"9425","80","8",NA
"9426","81","8",NA
"9427","71","5",NA
"9428","76","5",NA
"9429","77","6",NA
"9430","28","1",NA
"9431","70","6",NA
"9432","40","2",NA
"9433","40","2",NA
"9434","45","3",NA
"9435","46","3",NA
"9436","47","3",NA
"9437","48","3",NA
"9438","48","3",NA
"9439","48","4",NA
"9440","49","3",NA
"9441","49","3",NA
"9442","49","4",NA
"9443","49","4",NA
"9444","50","3",NA
"9445","50","4",NA
"9446","50","5",NA
"9447","51","3",NA
"9448","51","4",NA
"9449","52","4",NA
"9450","53","4",NA
"9451","53","4",NA
"9452","53","4",NA
"9453","53","4",NA
"9454","54","4",NA
"9455","54","5",NA
"9456","55","4",NA
"9457","55","4",NA
"9458","56","4",NA
"9459","56","4",NA
"9460","56","5",NA
"9461","57","4",NA
"9462","59","5",NA
"9463","59","5",NA
"9464","60","4",NA
"9465","61","5",NA
"9466","62","5",NA
"9467","57","4",NA
"9468","69","6",NA
"9469","44","3",NA
"9470","72","8",NA
"9471","86","11",NA
"9472","88","12",NA
"9473","42","2",NA
"9474","48","2",NA
"9475","62","4",NA
"9476","64","4",NA
"9477","66","6",NA
"9478","69","5",NA
"9479","73","5",NA
"9480","98","13",NA
"9481","84","8",NA
"9482","49","3",NA
"9483","54","3",NA
"9484","50","4",NA
"9485","57","4",NA
"9486","61","4",NA
"9487","70","6",NA
"9488","70","8",NA
"9489","79","7",NA
"9490","85","8",NA
"9491","88","8",NA
"9492","88","8",NA
"9493","89","10",NA
"9494","89","10",NA
"9495","90","8",NA
"9496","94","9",NA
"9497","95","9",NA
"9498","97","9",NA
"9499","99","13",NA
"9500","94","10",NA
"9501","15","0",NA
"9502","16","0",NA
"9503","16","0",NA
"9504","16","0",NA
"9505","16","0",NA
"9506","28","1",NA
"9507","29","1",NA
"9508","46","3",NA
"9509","47","3",NA
"9510","48","3",NA
"9511","14","0",NA
"9512","28","1",NA
"9513","29","1",NA
"9514","30","1",NA
"9515","58","4",NA
"9516","27","1",NA
"9517","29","1",NA
"9518","31","1",NA
"9519","27","1",NA
"9520","29","1",NA
"9521","29","1",NA
"9522","93","10",NA
"9523","11","0",NA
"9524","87","7",NA
"9525","48","3",NA
"9526","55","3",NA
"9527","57","3",NA
"9528","64","4",NA
"9529","64","5",NA
"9530","71","6",NA
"9531","72","6",NA
"9532","73","6",NA
"9533","78","5",NA
"9534","60","4",NA
"9535","64","4",NA
"9536","65","4",NA
"9537","69","6",NA
"9538","71","6",NA
"9539","71","6",NA
"9540","75","7",NA
"9541","78","6",NA
"9542","79","6",NA
"9543","79","6",NA
"9544","81","7",NA
"9545","81","7",NA
"9546","83","7",NA
"9547","83","7",NA
"9548","84","7",NA
"9549","84","8",NA
"9550","85","8",NA
"9551","86","7",NA
"9552","86","8",NA
"9553","89","8",NA
"9554","90","8",NA
"9555","94","10",NA
"9556","100","16",NA
"9557","102","15",NA
"9558","94","15",NA
"9559","96","9",NA
"9560","85","8",NA
"9561","92","9",NA
"9562","50","3",NA
"9563","51","3",NA
"9564","51","3",NA
"9565","54","3",NA
"9566","57","4",NA
"9567","59","4",NA
"9568","60","4",NA
"9569","80","7",NA
"9570","88","9",NA
"9571","76","6",NA
"9572","76","7",NA
"9573","88","8",NA
"9574","94","10",NA
"9575","60","4",NA
"9576","67","6",NA
"9577","80","6",NA
"9578","80","7",NA
"9579","84","9",NA
"9580","92","8",NA
"9581","100","12",NA
"9582","71","6",NA
"9583","76","6",NA
"9584","91","14",NA
"9585","67","5",NA
"9586","78","6",NA
"9587","85","9",NA
"9588","80","7",NA
"9589","83","6",NA
"9590","86","7",NA
"9591","78","6",NA
"9592","85","8",NA
"9593","89","10",NA
"9594","90","7",NA
"9595","46","3",NA
"9596","50","4",NA
"9597","50","4",NA
"9598","52","4",NA
"9599","53","4",NA
"9600","63","5",NA
"9601","95","11",NA
"9602","96","10",NA
"9603","28","1",NA
"9604","28","1",NA
"9605","29","1",NA
"9606","29","1",NA
"9607","31","1",NA
"9608","31","1",NA
"9609","32","1",NA
"9610","16","0",NA
"9611","51","3",NA
"9612","55","4",NA
"9613","61","4",NA
"9614","67","5",NA
"9615","69","5",NA
"9616","71","5",NA
"9617","75","6",NA
"9618","75","8",NA
"9619","76","6",NA
"9620","76","6",NA
"9621","80","6",NA
"9622","80","6",NA
"9623","82","8",NA
"9624","83","7",NA
"9625","84","10",NA
"9626","85","8",NA
"9627","86","7",NA
"9628","86","8",NA
"9629","87","8",NA
"9630","88","6",NA
"9631","88","8",NA
"9632","88","9",NA
"9633","91","8",NA
"9634","92","10",NA
"9635","97","14",NA
"9636","98","10",NA
"9637","98","14",NA
"9638","100","16",NA
"9639","31","2",NA
"9640","91","20",NA
"9641","97","11",NA
"9642","53","5",NA
"9643","67","5",NA
"9644","69","5",NA
"9645","62","5",NA
"9646","69","5",NA
"9647","74","5",NA
"9648","74","9",NA
"9649","76","5",NA
"9650","90","9",NA
"9651","80","7",NA
"9652","90","10",NA
"9653","79","7",NA
"9654","80","7",NA
"9655","100","8",NA
"9656","20","1",NA
"9657","20","1",NA
"9658","92","12",NA
"9659","35","2",NA
"9660","78","8",NA
"9661","79","7",NA
"9662","86","9",NA
"9663","83","9",NA
"9664","61","4",NA
"9665","64","5",NA
"9666","67","5",NA
"9667","64","4",NA
"9668","72","6",NA
"9669","75","5",NA
"9670","75","6",NA
"9671","75","8",NA
"9672","78","6",NA
"9673","78","8",NA
"9674","92","12",NA
"9675","84","9",NA
"9676","72","6",NA
"9677","76","6",NA
"9678","80","6",NA
"9679","80","8",NA
"9680","89","8",NA
"9681","54","3",NA
"9682","55","3",NA
"9683","66","5",NA
"9684","71","6",NA
"9685","73","6",NA
"9686","93","12",NA
"9687","70","6",NA
"9688","77","6",NA
"9689","68","5",NA
"9690","81","8",NA
"9691","75","8",NA
"9692","82","8",NA
"9693","80","7",NA
"9694","22","1",NA
"9695","24","1",NA
"9696","24","1",NA
"9697","78","6",NA
"9698","81","6",NA
"9699","26","1",NA
"9700","36","2",NA
"9701","37","3",NA
"9702","20","1",NA
"9703","20","1",NA
"9704","20","1",NA
"9705","22","1",NA
"9706","24","1",NA
"9707","44","3",NA
"9708","51","4",NA
"9709","60","5",NA
"9710","73","4",NA
"9711","66","5",NA
"9712","72","6",NA
"9713","77","8",NA
"9714","25","1",NA
"9715","36","2",NA
"9716","27","1",NA
"9717","32","2",NA
"9718","33","2",NA
"9719","40","3",NA
"9720","44","3",NA
"9721","64","6",NA
"9722","20","1",NA
"9723","36","2",NA
"9724","39","3",NA
"9725","43","3",NA
"9726","45","3",NA
"9727","45","3",NA
"9728","47","3",NA
"9729","47","3",NA
"9730","48","3",NA
"9731","50","4",NA
"9732","51","4",NA
"9733","52","3",NA
"9734","53","4",NA
"9735","54","5",NA
"9736","55","5",NA
"9737","56","4",NA
"9738","58","5",NA
"9739","35","2",NA
"9740","40","3",NA
"9741","40","3",NA
"9742","42","3",NA
"9743","44","3",NA
"9744","45","3",NA
"9745","47","3",NA
"9746","52","4",NA
"9747","58","4",NA
"9748","63","4",NA
"9749","60","5",NA
"9750","67","8",NA
"9751","64","5",NA
"9752","65","5",NA
"9753","65","5",NA
"9754","68","5",NA
"9755","72","6",NA
"9756","26","1",NA
"9757","27","1",NA
"9758","48","3",NA
"9759","64","5",NA
"9760","94","10",NA
"9761","80","7",NA
"9762","99","11",NA
"9763","62","5",NA
"9764","40","2",NA
"9765","64","5",NA
"9766","42","3",NA
"9767","45","3",NA
"9768","45","3",NA
"9769","45","3",NA
"9770","48","3",NA
"9771","48","4",NA
"9772","52","4",NA
"9773","38","2",NA
"9774","46","3",NA
"9775","53","4",NA
"9776","54","4",NA
"9777","56","4",NA
"9778","57","4",NA
"9779","88","14",NA
"9780","90","11",NA
"9781","94","13",NA
"9782","100","13",NA
"9783","87","9",NA
"9784","89","8",NA
"9785","91","13",NA
"9786","80","8",NA
"9787","81","7",NA
"9788","84","8",NA
"9789","85","8",NA
"9790","79","9",NA
"9791","92","11",NA
"9792","95","13",NA
"9793","98","13",NA
"9794","99","13",NA
"9795","86","7",NA
"9796","95","10",NA
"9797","93","11",NA
"9798","98","8",NA
"9799","105","16",NA
"9800","40","3",NA
"9801","40","3",NA
"9802","40","3",NA
"9803","41","3",NA
"9804","43","3",NA
"9805","44","2",NA
"9806","46","3",NA
"9807","43","3",NA
"9808","21","1",NA
"9809","21","1",NA
"9810","22","1",NA
"9811","23","1",NA
"9812","23","1",NA
"9813","23","1",NA
"9814","24","1",NA
"9815","27","1",NA
"9816","51","4",NA
"9817","62","6",NA
"9818","74","7",NA
"9819","33","2",NA
"9820","35","2",NA
"9821","35","2",NA
"9822","35","2",NA
"9823","36","3",NA
"9824","37","2",NA
"9825","40","3",NA
"9826","41","3",NA
"9827","45","3",NA
"9828","47","3",NA
"9829","51","4",NA
"9830","21","1",NA
"9831","22","1",NA
"9832","24","1",NA
"9833","24","1",NA
"9834","37","3",NA
"9835","70","5",NA
"9836","26","1",NA
"9837","22","1",NA
"9838","25","1",NA
"9839","43","3",NA
"9840","54","4",NA
"9841","87","9",NA
"9842","62","4",NA
"9843","71","5",NA
"9844","76","6",NA
"9845","86","9",NA
"9846","86","10",NA
"9847","87","18",NA
"9848","88","12",NA
"9849","89","13",NA
"9850","90","13",NA
"9851","92","14",NA
"9852","93","15",NA
"9853","93","14",NA
"9854","76","5",NA
"9855","86","9",NA
"9856","42","2",NA
"9857","49","3",NA
"9858","50","3",NA
"9859","54","3",NA
"9860","54","3",NA
"9861","63","4",NA
"9862","43","2",NA
"9863","50","3",NA
"9864","83","11",NA
"9865","26","1",NA
"9866","26","1",NA
"9867","28","1",NA
"9868","29","1",NA
"9869","30","1",NA
"9870","30","1",NA
"9871","34","1",NA
"9872","34","1",NA
"9873","34","1",NA
"9874","38","2",NA
"9875","41","2",NA
"9876","42","2",NA
"9877","43","2",NA
"9878","43","2",NA
"9879","44","2",NA
"9880","44","3",NA
"9881","47","2",NA
"9882","47","2",NA
"9883","47","2",NA
"9884","47","3",NA
"9885","52","3",NA
"9886","58","3",NA
"9887","71","5",NA
"9888","43","2",NA
"9889","45","3",NA
"9890","46","2",NA
"9891","46","2",NA
"9892","26","1",NA
"9893","53","3",NA
"9894","60","3",NA
"9895","71","5",NA
"9896","29","1",NA
"9897","81","12",NA
"9898","90","10",NA
"9899","95","15",NA
"9900","30","1",NA
"9901","33","1",NA
"9902","51","3",NA
"9903","49","3",NA
"9904","43","2",NA
"9905","28","1",NA
"9906","28","1",NA
"9907","28","1",NA
"9908","28","1",NA
"9909","29","1",NA
"9910","29","1",NA
"9911","31","1",NA
"9912","31","1",NA
"9913","32","1",NA
"9914","37","2",NA
"9915","38","2",NA
"9916","38","2",NA
"9917","39","2",NA
"9918","40","2",NA
"9919","41","2",NA
"9920","41","2",NA
"9921","42","2",NA
"9922","43","2",NA
"9923","45","3",NA
"9924","45","3",NA
"9925","48","3",NA
"9926","48","3",NA
"9927","25","1",NA
"9928","35","2",NA
"9929","40","2",NA
"9930","41","2",NA
"9931","83","9",NA
"9932","79","7",NA
"9933","59","4",NA
"9934","77","7",NA
"9935","27","1",NA
"9936","29","1",NA
"9937","30","1",NA
"9938","30","1",NA
"9939","29","1",NA
"9940","40","2",NA
"9941","41","2",NA
"9942","67","4",NA
"9943","78","6",NA
"9944","82","9",NA
"9945","96","12",NA
"9946","99","19",NA
"9947","23","1",NA
"9948","23","1",NA
"9949","25","1",NA
"9950","26","1",NA
"9951","28","1",NA
"9952","28","1",NA
"9953","29","1",NA
"9954","29","1",NA
"9955","69","4",NA
"9956","75","5",NA
"9957","78","6",NA
"9958","80","6",NA
"9959","80","9",NA
"9960","81","7",NA
"9961","82","10",NA
"9962","84","8",NA
"9963","85","11",NA
"9964","86","8",NA
"9965","71","5",NA
"9966","74","6",NA
"9967","81","10",NA
"9968","67","5",NA
"9969","28","2",NA
"9970","29","2",NA
"9971","29","2",NA
"9972","30","2",NA
"9973","31","2",NA
"9974","33","2",NA
"9975","34","2",NA
"9976","35","2",NA
"9977","35","2",NA
"9978","35","2",NA
"9979","36","2",NA
"9980","40","2",NA
"9981","40","2",NA
"9982","42","2",NA
"9983","43","3",NA
"9984","43","3",NA
"9985","43","3",NA
"9986","43","3",NA
"9987","45","3",NA
"9988","45","3",NA
"9989","45","3",NA
"9990","46","3",NA
"9991","48","3",NA
"9992","51","4",NA
"9993","53","4",NA
"9994","69","5",NA
"9995","31","2",NA
"9996","70","5",NA
"9997","81","9",NA
"9998","81",NA,NA
"9999","34","2",NA
"10000","39","2",NA
"10001","47","3",NA
"10002","52","4",NA
"10003","53","4",NA
"10004","54","4",NA
"10005","54","4",NA
"10006","55","4",NA
"10007","56","4",NA
"10008","56","4",NA
"10009","57","4",NA
"10010","58","4",NA
"10011","58","4",NA
"10012","58","4",NA
"10013","59","4",NA
"10014","59","4",NA
"10015","60","4",NA
"10016","62","4",NA
"10017","62","4",NA
"10018","64","4",NA
"10019","66","4",NA
"10020","68","5",NA
"10021","70","5",NA
"10022","72","5",NA
"10023","26","2",NA
"10024","35","2",NA
"10025","24","2",NA
"10026","25","2",NA
"10027","26","2",NA
"10028","27","2",NA
"10029","28","2",NA
"10030","29","2",NA
"10031","26","2",NA
"10032","28","2",NA
"10033","30","2",NA
"10034","31","2",NA
"10035","32","2",NA
"10036","33","2",NA
"10037","34","2",NA
"10038","35","2",NA
"10039","35","2",NA
"10040","36","2",NA
"10041","39","2",NA
"10042","41","3",NA
"10043","41","3",NA
"10044","42","3",NA
"10045","44","3",NA
"10046","45","3",NA
"10047","45","3",NA
"10048","49","4",NA
"10049","27","1",NA
"10050","90",NA,NA
"10051","30","1",NA
"10052","41","2",NA
"10053","29","1",NA
"10054","31","1",NA
"10055","76","6",NA
"10056","83","19",NA
"10057","86","8",NA
"10058","78","6",NA
"10059","27","1",NA
"10060","27","1",NA
"10061","67","4",NA
"10062","66","4",NA
"10063","29","1",NA
"10064","28","1",NA
"10065","34","1",NA
"10066","72","5",NA
"10067","79","8",NA
"10068","85","8",NA
"10069","90","11",NA
"10070","76","6",NA
"10071","90","17",NA
"10072","25","2",NA
"10073","25","2",NA
"10074","25","2",NA
"10075","27","2",NA
"10076","27","2",NA
"10077","27","2",NA
"10078","27","2",NA
"10079","27","2",NA
"10080","28","2",NA
"10081","29","2",NA
"10082","30","2",NA
"10083","30","2",NA
"10084","30","2",NA
"10085","31","2",NA
"10086","31","2",NA
"10087","31","2",NA
"10088","90","16",NA
"10089","79","6",NA
"10090","82","7",NA
"10091","85","7",NA
"10092","24","1",NA
"10093","31","1",NA
"10094","26","1",NA
"10095","80","6",NA
"10096","83","10",NA
"10097","88","11",NA
"10098","90","17",NA
"10099","99","15",NA
"10100","76","6",NA
"10101","81","7",NA
"10102","25","2",NA
"10103","25","2",NA
"10104","26","2",NA
"10105","26","2",NA
"10106","27","2",NA
"10107","28","2",NA
"10108","28","2",NA
"10109","28","2",NA
"10110","33","1",NA
"10111","38","2",NA
"10112","38","2",NA
"10113","39","2",NA
"10114","39","2",NA
"10115","39","2",NA
"10116","39","2",NA
"10117","39","2",NA
"10118","39","3",NA
"10119","40","2",NA
"10120","41","2",NA
"10121","42","2",NA
"10122","42","2",NA
"10123","42","2",NA
"10124","42","2",NA
"10125","43","3",NA
"10126","45","3",NA
"10127","45","3",NA
"10128","45","3",NA
"10129","54","3",NA
"10130","29","2",NA
"10131","29","2",NA
"10132","29","2",NA
"10133","30","2",NA
"10134","30","2",NA
"10135","31","2",NA
"10136","32","2",NA
"10137","32","2",NA
"10138","32","2",NA
"10139","33","2",NA
"10140","33","2",NA
"10141","34","2",NA
"10142","35","2",NA
"10143","35","2",NA
"10144","35","2",NA
"10145","37","2",NA
"10146","37","2",NA
"10147","37","2",NA
"10148","38","2",NA
"10149","39","2",NA
"10150","39","2",NA
"10151","41","3",NA
"10152","43","3",NA
"10153","52","4",NA
"10154","64","5",NA
"10155","81","10",NA
"10156","63","5",NA
"10157","75","5",NA
"10158","84","10",NA
"10159","54","5",NA
"10160","68","5",NA
"10161","74","5",NA
"10162","77","6",NA
"10163","77","6",NA
"10164","79","7",NA
"10165","80","6",NA
"10166","82","7",NA
"10167","82","8",NA
"10168","83","8",NA
"10169","84","8",NA
"10170","84","9",NA
"10171","88","15",NA
"10172","96","13",NA
"10173","30","2",NA
"10174","31","2",NA
"10175","24","1",NA
"10176","48","3",NA
"10177","96","13",NA
"10178","94","15",NA
"10179","32","2",NA
"10180","32","2",NA
"10181","32","2",NA
"10182","101","16",NA
"10183","18","1",NA
"10184","23","2",NA
"10185","26","2",NA
"10186","28","2",NA
"10187","28","2",NA
"10188","28","2",NA
"10189","29","2",NA
"10190","30","2",NA
"10191","79","11",NA
"10192","37","2",NA
"10193","41","3",NA
"10194","26","2",NA
"10195","27","2",NA
"10196","31","2",NA
"10197","68","6",NA
"10198","109","14",NA
"10199","31","2",NA
"10200","81","8",NA
"10201","83","10",NA
"10202","86","10",NA
"10203","90","11",NA
"10204","32","2",NA
"10205","62","4",NA
"10206","97","14",NA
"10207","25","2",NA
"10208","32","2",NA
"10209","33","2",NA
"10210","84","8",NA
"10211","86","10",NA
"10212","87","10",NA
"10213","87","10",NA
"10214","89","11",NA
"10215","28","2",NA
"10216","73","5",NA
"10217","88","14",NA
"10218","80","8",NA
"10219","82","8",NA
"10220","67","5",NA
"10221","29","2",NA
"10222","49","3",NA
"10223","49",NA,NA
"10224","65","5",NA
"10225","65",NA,NA
"10226","70","6",NA
"10227","70",NA,NA
"10228","59","4",NA
"10229","59",NA,NA
"10230","37","2",NA
"10231","37",NA,NA
"10232","71","6",NA
"10233","71",NA,NA
"10234","51","3",NA
"10235","39","2",NA
"10236","39",NA,NA
"10237","82","7",NA
"10238","82","7",NA
"10239","82",NA,NA
"10240","83","7",NA
"10241","84",NA,NA
"10242","84","7",NA
"10243","85","8",NA
"10244","105","19",NA
"10245","105",NA,NA
"10246","53",NA,NA
"10247","53","3",NA
"10248","91","9",NA
"10249","34","2",NA
"10250","34","2",NA
"10251","35","2",NA
"10252","36",NA,NA
"10253","36","2",NA
"10254","36",NA,NA
"10255","36","2",NA
"10256","36","2",NA
"10257","37",NA,NA
"10258","37",NA,NA
"10259","37",NA,NA
"10260","37","2",NA
"10261","37","2",NA
"10262","38",NA,NA
"10263","39","2",NA
"10264","39",NA,NA
"10265","56","4",NA
"10266","56",NA,NA
"10267","58",NA,NA
"10268","58","4",NA
"10269","59","5",NA
"10270","59",NA,NA
"10271","60","5",NA
"10272","60",NA,NA
"10273","64",NA,NA
"10274","64",NA,NA
"10275","64","5",NA
"10276","64","5",NA
"10277","67",NA,NA
"10278","67",NA,NA
"10279","67","5",NA
"10280","67","5",NA
"10281","72","7",NA
"10282","72",NA,NA
"10283","88","12",NA
"10284","88",NA,NA
"10285","96","14",NA
"10286","96",NA,NA
"10287","63","4",NA
"10288","63",NA,NA
"10289","65","4",NA
"10290","65",NA,NA
"10291","68","5",NA
"10292","68","5",NA
"10293","68","5",NA
"10294","68",NA,NA
"10295","68",NA,NA
"10296","68",NA,NA
"10297","71","7",NA
"10298","71",NA,NA
"10299","72","5",NA
"10300","72",NA,NA
"10301","44","2",NA
"10302","44",NA,NA
"10303","91","15",NA
"10304","76","5",NA
"10305","76",NA,NA
"10306","41","2",NA
"10307","41",NA,NA
"10308","68","8",NA
"10309","42","2",NA
"10310","42",NA,NA
"10311","55",NA,NA
"10312","55","4",NA
"10313","65","5",NA
"10314","65",NA,NA
"10315","90","12",NA
"10316","90",NA,NA
"10317","90",NA,NA
"10318","90","16",NA
"10319","93","8",NA
"10320","93",NA,NA
"10321","72","7",NA
"10322","73","5",NA
"10323","73",NA,NA
"10324","74","6",NA
"10325","75","6",NA
"10326","75",NA,NA
"10327","78","5",NA
"10328","78","5",NA
"10329","78",NA,NA
"10330","78",NA,NA
"10331","78","8",NA
"10332","78",NA,NA
"10333","80","10",NA
"10334","80",NA,NA
"10335","81","5",NA
"10336","82","7",NA
"10337","82",NA,NA
"10338","83","7",NA
"10339","83","7",NA
"10340","83",NA,NA
"10341","88","7",NA
"10342","88","12",NA
"10343","88",NA,NA
"10344","90","9",NA
"10345","91","11",NA
"10346","91",NA,NA
"10347","92","16",NA
"10348","92","18",NA
"10349","92","17",NA
"10350","92",NA,NA
"10351","94","10",NA
"10352","94",NA,NA
"10353","98","11",NA
"10354","99","17",NA
"10355","99",NA,NA
"10356","50","3",NA
"10357","50",NA,NA
"10358","88","17",NA
"10359","88",NA,NA
"10360","73","6",NA
"10361","80","8",NA
"10362","81","8",NA
"10363","84","11",NA
"10364","87","10",NA
"10365","87","10",NA
"10366","91","14",NA
"10367","98","14",NA
"10368","82","8",NA
"10369","25","2",NA
"10370","29","2",NA
"10371","27","2",NA
"10372","29","2",NA
"10373","29","2",NA
"10374","29","2",NA
"10375","30","2",NA
"10376","31","2",NA
"10377","31","2",NA
"10378","32","2",NA
"10379","32","2",NA
"10380","34","2",NA
"10381","35","2",NA
"10382","38","2",NA
"10383","38","2",NA
"10384","39","2",NA
"10385","41","3",NA
"10386","41","3",NA
"10387","42","3",NA
"10388","43","3",NA
"10389","44","3",NA
"10390","44","3",NA
"10391","45","4",NA
"10392","47","3",NA
"10393","47",NA,NA
"10394","48","3",NA
"10395","49","3",NA
"10396","28","2",NA
"10397","56","4",NA
"10398","62","4",NA
"10399","64","5",NA
"10400","84","12",NA
"10401","61","4",NA
"10402","65","4",NA
"10403","28","2",NA
"10404","28","2",NA
"10405","30","2",NA
"10406","50","4",NA
"10407","55","4",NA
"10408","18","1",NA
"10409","19","1",NA
"10410","28","2",NA
"10411","57","5",NA
"10412","65","4",NA
"10413","67","5",NA
"10414","69","5",NA
"10415","80","8",NA
"10416","88","15",NA
"10417","82","8",NA
"10418","85","9",NA
"10419","70","5",NA
"10420","78","6",NA
"10421","71","5",NA
"10422","74","5",NA
"10423","84","8",NA
"10424","28","2",NA
"10425","78","7",NA
"10426","76","6",NA
"10427","79","8",NA
"10428","88","9",NA
"10429","90","11",NA
"10430","15","0",NA
"10431","17","0",NA
"10432","17","0",NA
"10433","18","0",NA
"10434","81","7",NA
"10435","86","9",NA
"10436","25","2",NA
"10437","26","2",NA
"10438","27","2",NA
"10439","27","2",NA
"10440","27","2",NA
"10441","27","2",NA
"10442","28","2",NA
"10443","28","2",NA
"10444","28","2",NA
"10445","29","2",NA
"10446","30","2",NA
"10447","30","2",NA
"10448","31","2",NA
"10449","31","2",NA
"10450","32","2",NA
"10451","34","2",NA
"10452","34","2",NA
"10453","62","4",NA
"10454","32","2",NA
"10455","38","2",NA
"10456","61","4",NA
"10457","81","8",NA
"10458","85","10",NA
"10459","88","11",NA
"10460","88",NA,NA
"10461","97","11",NA
"10462","97",NA,NA
"10463","33","1",NA
"10464","33",NA,NA
"10465","77","6",NA
"10466","77",NA,NA
"10467","96","17",NA
"10468","95","10",NA
"10469","95",NA,NA
"10470","40","3",NA
"10471","30","2",NA
"10472","38","2",NA
"10473","43","3",NA
"10474","44","3",NA
"10475","87","9",NA
"10476","76","6",NA
"10477","76",NA,NA
"10478","96","10",NA
"10479","67","5",NA
"10480","72","7",NA
"10481","52","4",NA
"10482","53","5",NA
"10483","55","4",NA
"10484","59","5",NA
"10485","74","6",NA
"10486","96",NA,NA
"10487","79","5",NA
"10488","79",NA,NA
"10489","82","7",NA
"10490","82",NA,NA
"10491","87","8",NA
"10492","87",NA,NA
"10493","92","12",NA
"10494","92",NA,NA
"10495","87","7",NA
"10496","92","11",NA
"10497","92",NA,NA
"10498","98","13",NA
"10499","98",NA,NA
"10500","97","14",NA
"10501","97",NA,NA
"10502","78","7",NA
"10503","78",NA,NA
"10504","71","5",NA
"10505","71",NA,NA
"10506","78","7",NA
"10507","30","2",NA
"10508","31","2",NA
"10509","47","4",NA
"10510","35","2",NA
"10511","42","3",NA
"10512","55","4",NA
"10513","79","7",NA
"10514","36","3",NA
"10515","84","8",NA
"10516","92","10",NA
"10517","92",NA,NA
"10518","74","7",NA
"10519","74",NA,NA
"10520","77","6",NA
"10521","80","9",NA
"10522","80",NA,NA
"10523","83","8",NA
"10524","85","9",NA
"10525","85",NA,NA
"10526","89","11",NA
"10527","89",NA,NA
"10528","89","13",NA
"10529","89",NA,NA
"10530","91","8",NA
"10531","91",NA,NA
"10532","91","10",NA
"10533","91",NA,NA
"10534","94","14",NA
"10535","94",NA,NA
"10536","99","15",NA
"10537","99",NA,NA
"10538","35","2",NA
"10539","35",NA,NA
"10540","93","13",NA
"10541","93",NA,NA
"10542","95","13",NA
"10543","95",NA,NA
"10544","65","5",NA
"10545","65",NA,NA
"10546","74","5",NA
"10547","74",NA,NA
"10548","80","7",NA
