"","LENGTH","AGE","INDWT"
"41692","65","4","1.777"
"41693","67","5","1.918"
"41694","13","0",".013"
"41695","38","2",".333"
"41696","41","2",".475"
"41697","42","2",".461"
"41698","42","2",".59"
"41699","46","3",".748"
"41700","49","3",".806"
"41701","51","3","1.226"
"41702","37",NA,".282"
"41703","38",NA,".359"
"41704","38",NA,".415"
"41705","43",NA,".485"
"41706","43",NA,".574"
"41707","45",NA,".636"
"41708","46",NA,".616"
"41709","33","2",".221"
"41710","34","2",".27"
"41711","38","2",".382"
"41712","39","3",".427"
"41713","40","2",".465"
"41714","41","3",".488"
"41715","42","3",".5"
"41716","43","3",".612"
"41717","45","3",".682"
"41718","46","3",".653"
"41719","47","3",".796"
"41720","54","3","1.22"
"41721","61","4","1.824"
"41722","62","4","1.978"
"41723","69","5","2.804"
"41724","66","5","2.41"
"41725","42","3",".65"
"41726","52","3","1.29"
"41727","34","2",".286"
"41728","36","2",".355"
"41729","41","2",".556"
"41730","47","3",".95"
"41731","61","4","1.678"
"41732","62","4","2.447"
"41733","29","1",".18"
"41734","37","2",".329"
"41735","39","2",".447"
"41736","43","3",".551"
"41737","50","3",".932"
"41738","58","4","1.58"
"41739","38","2",".427"
"41740","39","2",".493"
"41741","45","3",".629"
"41742","54","3","1.234"
"41743","56","4","1.437"
"41744","60","4","1.639"
"41745","64","4","2.085"
"41746","43","3",".669"
"41747","45","3",".945"
"41748","46","3",".779"
"41749","48","3",".891"
"41750","48","3",".827"
"41751","63","4","2.11"
"41752","38","2",".419"
"41753","41","2",".566"
"41754","42","3",".674"
"41755","43","2",".701"
"41756","43","2",".664"
"41757","45","3",".835"
"41758","46","3",".76"
"41759","46","3",".972"
"41760","49","3",".887"
"41761","50","3","1.24"
"41762","50","3","1.09"
"41763","51","4","1.44"
"41764","54","3","1.47"
"41765","69","5","3.21"
"41766","70","6","2.66"
"41767","96","8","8.28"
"41768","5",NA,".001"
"41769","39","2",".407"
"41770","42","2",".583"
"41771","42","2",".635"
"41772","43","3",".622"
"41773","45","3",".62"
"41774","45","3",".699"
"41775","45","3",".689"
"41776","49","4",".894"
"41777","61","4","1.86"
"41778","42","3",".551"
"41779","49","3",".94"
"41780","72","6","2.71"
"41781","78","6","4.25"
"41782","86","7","5.64"
"41783","47","3",".943"
"41784","83","7","6"
"41785","92","8","7.29"
"41786","28","1",".132"
"41787","41","2",".528"
"41788","43","3",".622"
"41789","49","3",".868"
"41790","51","3","1.131"
"41791","33","2",".37"
"41792","35","2",".422"
"41793","38","3",".398"
"41794","40","2",".49"
"41795","43","3",".644"
"41796","49","3",".941"
"41797","90",NA,"7.96"
"41798","42","2",".527"
"41799","43","2",".765"
"41800","46","3",".926"
"41801","51","3","1.23"
"41802","52","3","1.123"
"41803","52","3","1.207"
"41804","60","4","2.029"
"41805","61","4","2.039"
"41806","66","5","2.878"
"41807","67","5","2.556"
"41808","30","1",".181"
"41809","37","2",".354"
"41810","40","2",".502"
"41811","40","2",".485"
"41812","42","2",".562"
"41813","44","3",".635"
"41814","46","3",".761"
"41815","46",NA,".777"
"41816","47","3",".74"
"41817","55","3","1.63"
"41818","41","2",".568"
"41819","47","3",".795"
"41820","60","4","1.884"
"41821","62","4","2.046"
"41822","64","4","2.3"
"41823","66","5","2.39"
"41824","68","5","3.094"
"41825","49","3","1.11"
"41826","61","4","1.71"
"41827","52","3","1.262"
"41828","52","4","1.134"
"41829","57","4","1.508"
"41830","58","4","1.57"
"41831","68","5","2.398"
"41832","45","3",".74"
"41833","41","2",".625"
"41834","47","3","1.26"
"41835","49","3",".99"
"41836","49","4","1.04"
"41837","62","4","1.8"
"41838","63","4","2.26"
"41839","49","3",".81"
"41840","35","2",".327"
"41841","36","2",".3"
"41842","37","2",".356"
"41843","38","2",".436"
"41844","43","3",".557"
"41845","44","3",".638"
"41846","45","2",".712"
"41847","57","3","1.39"
"41848","50","3","1.02"
"41849","64","4","2.43"
"41850","72","5","3.4"
"41851","30","2",".178"
"41852","33","2",".264"
"41853","34","2",".278"
"41854","35","2",".322"
"41855","37","2",".389"
"41856","38","2",".451"
"41857","40","2",".555"
"41858","43","3",".7"
"41859","42","3",".734"
"41860","59","4","1.829"
"41861","27","2",".13"
"41862","33","2",".223"
"41863","34","2",".287"
"41864","35","2",".322"
"41865","37","2",".397"
"41866","38","2",".402"
"41867","38","2",".445"
"41868","39","2",".452"
"41869","42","2",".544"
"41870","43","2",".52"
"41871","24","1",".091"
"41872","32","1",".204"
"41873","42","3",".454"
"41874","47","3",".951"
"41875","26","1",".104"
"41876","33","2",".228"
"41877","42","2",".627"
"41878","42","2",".64"
"41879","45","3",".868"
"41880","52","3","1.315"
"41881","35","2",".318"
"41882","38","2",".367"
"41883","38","2",".42"
"41884","40","2",".492"
"41885","41","2",".64"
"41886","43","2",".642"
"41887","45","3",".802"
"41888","47","3",".717"
"41889","69","5","3.06"
"41890","94","8","9.24"
"41891","35","2",".315"
"41892","39","2",".489"
"41893","44","2",".808"
"41894","48","3",".996"
"41895","52","3","1.11"
"41896","63","4","2.169"
"41897","72","5","3.87"
"41898","10","0",".004"
"41899","26","1",".125"
"41900","40","3",".403"
"41901","43","2",".534"
"41902","43","3",".569"
"41903","44","3",".564"
"41904","65","5","2.124"
"41905","72","5","3.9"
"41906","42","2",".474"
"41907","48","3",".845"
"41908","67","4","2.54"
"41909","44",NA,".6"
"41910","44",NA,".807"
"41911","57",NA,"1.52"
"41912","62",NA,"1.9"
"41913","44",NA,".648"
"41914","25",NA,".086"
"41915","30","2",".167"
"41916","31","2",".188"
"41917","32","2",".187"
"41918","33","2",".231"
"41919","38","2",".303"
"41920","39","2",".407"
"41921","39","2",".391"
"41922","26","1",".104"
"41923","27","1",".114"
"41924","29","1",".144"
"41925","25","1",".096"
"41926","21","1",".063"
"41927","24","1",".093"
"41928","25","1",".103"
"41929","58",NA,"1.78"
"41930","51",NA,"1.07"
"41931","16",NA,".019"
"41932","20","0",".045"
"41933","22","1",".055"
"41934","22",NA,".049"
"41935","24","1",".082"
"41936","25","1",".091"
"41937","27",NA,".106"
"41938","29",NA,".139"
"41939","33","2",".208"
"41940","35",NA,".278"
"41941","37","2",".406"
"41942","39","2",".453"
"41943","40","2",".549"
"41944","44","3",".622"
"41945","47","3",".902"
"41946","49","3",".847"
"41947","67","5","2.327"
"41948","39","2",".35"
"41949","21","1",".058"
"41950","21","1",".056"
"41951","23","1",".071"
"41952","27","1",".129"
"41953","29","1",".158"
"41954","30","1",".166"
"41955","30","1",".192"
"41956","32","2",".206"
"41957","33","2",".23"
"41958","33","2",".235"
"41959","34","2",".273"
"41960","35","2",".268"
"41961","21","1",".05"
"41962","23","1",".074"
"41963","25","1",".09"
"41964","27","1",".122"
"41965","29","1",".165"
"41966","29","2",".173"
"41967","31","2",".193"
"41968","33","1",".221"
"41969","34","2",".264"
"41970","35","2",".302"
"41971","36","2",".314"
"41972","37","2",".4"
"41973","38","2",".36"
"41974","39","2",".393"
"41975","40","2",".449"
"41976","41","2",".588"
"41977","42","2",".483"
"41978","44","3",".59"
"41979","44","3",".556"
"41980","26","1",".134"
"41981","37","2",".376"
"41982","43",NA,".43"
"41983","41","3",".498"
"41984","42","3",".602"
"41985","45","4",".706"
"41986","50","3","1.06"
"41987","58","4","1.57"
"41988","61","4","1.89"
"41989","73","6","3.323"
"41990","35","2",".289"
"41991","35","2",".317"
"41992","39","2",".428"
"41993","40","2",".509"
"41994","43","3",".627"
"41995","44","3",".648"
"41996","53",NA,"1.046"
"41997","57",NA,"1.434"
"41998","60",NA,"1.821"
"41999","32","2",".225"
"42000","39","2",".503"
"42001","41","2",".54"
"42002","58","4","1.738"
"42003","43","2",".581"
"42004","48","3",".859"
"42005","45",NA,".63"
"42006","74",NA,"2.889"
"42007","57",NA,"1.67"
"42008","39","3",".43"
"42009","43","3",".55"
"42010","47","3",".86"
"42011","47","3",".753"
"42012","47","4",".84"
"42013","60","4","1.62"
"42014","65","4","2.1"
"42015","40","2",".45"
"42016","93","9","7.3"
"42017","42","2",".529"
"42018","43","2",".801"
"42019","57",NA,"1.653"
"42020","34","2",".284"
"42021","35","2",".341"
"42022","36","2",".39"
"42023","38","2",".448"
"42024","40","2",".515"
"42025","42","2",".6"
"42026","43","3",".594"
"42027","44","3",".629"
"42028","50","3","1.172"
"42029","37","2",".396"
"42030","39","2",".495"
"42031","41","2",".538"
"42032","43","3",".679"
"42033","46","3",".8"
"42034","48","3","1.108"
"42035","50","4","1"
"42036","62","5","1.778"
"42037","66","5","2.95"
"42038","38","2",".372"
"42039","39","2",".492"
"42040","40","2",".463"
"42041","41","2",".561"
"42042","42","2",".488"
"42043","44","2",".67"
"42044","47","3",".775"
"42045","48","3","1.042"
"42046","59",NA,"1.25"
"42047","59","4","1.51"
"42048","59","4","1.81"
"42049","39",NA,".399"
"42050","72",NA,"4.38"
"42051","10","0",".007"
"42052","17","0",".022"
"42053","38","2",".417"
"42054","40","2",".536"
"42055","48","3",".896"
"42056","54","3","1.414"
"42057","63","4","2.295"
"42058","70","5","2.495"
"42059","71","5","2.644"
"42060","41","2",".542"
"42061","41","2",".511"
"42062","43","2",".488"
"42063","35","2",".337"
"42064","37","2",".349"
"42065","38","2",".414"
"42066","40","2",".398"
"42067","41","2",".534"
"42068","44","2",".571"
"42069","44","3",".576"
"42070","46","3",".661"
"42071","46","3",".685"
"42072","46","3",".746"
"42073","50","3",".97"
"42074","61","4","2.05"
"42075","65","5","2.48"
"42076","67","5","2.7"
"42077","37","2",".328"
"42078","37","2",".367"
"42079","38","2",".334"
"42080","38","2",".422"
"42081","39","2",".434"
"42082","41","2",".458"
"42083","42","2",".507"
"42084","42","2",".504"
"42085","43",NA,".545"
"42086","36","2",".313"
"42087","37","2",".353"
"42088","38","2",".385"
"42089","39","2",".446"
"42090","34",NA,".275"
"42091","28","1",".138"
"42092","28","1",".135"
"42093","34","2",".239"
"42094","35","2",".281"
"42095","35","2",".323"
"42096","37","2",".335"
"42097","37","2",".365"
"42098","38","2",".346"
"42099","40","2",".414"
"42100","41","2",".456"
"42101","21","1",".067"
"42102","21","1",".055"
"42103","22","1",".062"
"42104","22","1",".069"
"42105","25","1",".093"
"42106","25","1",".097"
"42107","26","1",".109"
"42108","29","1",".149"
"42109","33","2",".212"
"42110","34","2",".257"
"42111","42","2",".488"
"42112","34","2",".278"
"42113","35","2",".271"
"42114","36","2",".328"
"42115","38","2",".332"
"42116","39","2",".426"
"42117","42","3",".54"
"42118","36","2",".349"
"42119","36","2",".356"
"42120","40","2",".5"
"42121","64","4",NA
"42122","10","0",NA
"42123","66","4",NA
"42124","51","3",NA
"42125","40","2",NA
"42126","42","2",NA
"42127","45","3",NA
"42128","42","2",NA
"42129","52","4",NA
"42130","62","4",NA
"42131","36","2",NA
"42132","40","3",NA
"42133","73","5",NA
"42134","46","3",NA
"42135","59","4",NA
"42136","62","4",NA
"42137","49","3",NA
"42138","62","4",NA
"42139","124","13",NA
"42140","46","3",NA
"42141","53","3",NA
"42142","36","2",NA
"42143","38","2",NA
"42144","42","3",NA
"42145","71","5",NA
"42146","51","3",NA
"42147","58","3",NA
"42148","36","2",NA
"42149","38","2",NA
"42150","39","2",NA
"42151","68","4",NA
"42152","37","2",NA
"42153","43","2",NA
"42154","38","2",NA
"42155","66","4",NA
"42156","41","2",NA
"42157","40","2",NA
"42158","39","2",NA
"42159","36","2",NA
"42160","27","1",NA
"42161","28","1",NA
"42162","27","1",NA
"42163","30","1",NA
"42164","27","1",NA
"42165","28","1",NA
"42166","26","1",NA
"42167","30","1",NA
"42168","32","1",NA
"42169","47","3",NA
"42170","28","1",NA
"42171","27","1",NA
"42172","42","2",NA
"42173","44","2",NA
"42174","47","3",NA
"42175","38","1",NA
"42176","58","4",NA
"42177","63","4",NA
"42178","72","5",NA
"42179","72","4",NA
"42180","53","3",NA
"42181","57","4",NA
"42182","49","3",NA
"42183","33","1",NA
"42184","42","2",NA
"42185","31","2",NA
"42186","40","3",NA
"42187","24","1",NA
"42188","29","1",NA
"42189","27","1",NA
"42190","39","2",NA
"42191","51","3",NA
"42192","51","3",NA
"42193","52","3",NA
"42194","38","3",NA
"42195","66","5",NA
"42196","48","3",NA
"42197","49","4",NA
"42198","50","3",NA
"42199","37","3",NA
"42200","30","2",NA
"42201","32","2",NA
"42202","33","2",NA
"42203","82","6",NA
"42204","35","3",NA
"42205","41","3",NA
"42206","26","2",NA
"42207","32","2",NA
"42208","35","3",NA
"42209","27","2",NA
"42210","33","2",NA
"42211","36","2",NA
"42212","26","2",NA
"42213","44","3",NA
"42214","38","3",NA
"42215","42","2",NA
"42216","37","2",NA
"42217","78","5",NA
"42218","41","2",NA
"42219","77","5",NA
"42220","53","3",NA
"42221","55","3",NA
"42222","70","4",NA
"42223","48","3",NA
"42224","46","3",NA
"42225","45","3",NA
"42226","67",NA,NA
"42227","49","3",NA
"42228","67","4",NA
"42229","65","4",NA
"42230","45","3",NA
"42231","41","2",NA
"42232","31",NA,NA
"42233","35","2",NA
"42234","56","3",NA
"42235","49","3",NA
"42236","46","3",NA
"42237","48","3",NA
"42238","67","4",NA
"42239","56","3",NA
"42240","70","4",NA
"42241","76","5",NA
"42242","49","3",NA
"42243","49","3",NA
"42244","45","3",NA
"42245","54","3",NA
"42246","38","2",NA
"42247","45","2",NA
"42248","40","2",NA
"42249","24","1",NA
"42250","27","1",NA
"42251","38","2",NA
"42252","35","2",NA
"42253","28","1",NA
"42254","48","3",NA
"42255","37","2",NA
"42256","40","2",NA
"42257","36","2",NA
"42258","23","1",NA
"42259","38","2",NA
"42260","44","2",NA
"42261","36","2",NA
"42262","23","1",NA
"42263","37","2",NA
"42264","41","2",NA
"42265","31","1",NA
"42266","24","1",NA
"42267","35","2",NA
"42268","27","1",NA
"42269","33","2",NA
"42270","38","2",NA
"42271","32","2",NA
"42272","25","1",NA
"42273","31","1",NA
"42274","35","2",NA
"42275","23","1",NA
"42276","46",NA,NA
"42277","37","2",NA
"42278","32","2",NA
"42279","33","2",NA
"42280","42","3",NA
"42281","37","2",NA
"42282","45","3",NA
"42283","38","2",NA
"42284","33","2",".23"
"42285","46","3",".797"
"42286","38","3",".375"
"42287","49","4",".9"
"42288","42","3",".69"
"42289","45","3",".75"
"42290","45","3",".66"
"42291","49","4",".825"
"42292","43",NA,".66"
"42293","34","2",".24"
"42294","40","3",".638"
"42295","58","4","1.352"
"42296","52","4","1.18"
"42297","54","4","1.08"
"42298","56","4","1.166"
"42299","31","2",".179"
"42300","53","4","1.37"
"42301","63","4","2.55"
"42302","105","8","14.15"
"42303","47","3",".88"
"42304","60","4","2.37"
"42305","64","4","2.82"
"42306","57","4","2.18"
"42307","63",NA,"1.838"
"42308","66",NA,"2.408"
"42309","36",NA,".282"
"42310","53",NA,"1.174"
"42311","31",NA,".212"
"42312","41",NA,NA
"42313","38",NA,".416"
"42314","44",NA,".712"
"42315","69",NA,"2.692"
"42316","32",NA,".261"
"42317","42",NA,".637"
"42318","53",NA,"1.166"
"42319","36",NA,".32"
"42320","32",NA,".221"
"42321","39",NA,".389"
"42322","64",NA,"2.31"
"42323","69",NA,"2.347"
"42324","38","3",NA
"42325","49","4",NA
"42326","93","8",NA
"42327","69","5",NA
"42328","51","4",NA
"42329","58","4",NA
"42330","35","2",NA
"42331","37","3",NA
"42332","46","3",NA
"42333","51","4",NA
"42334","53","4",NA
"42335","38","2",NA
"42336","50","3",NA
"42337","52","3",NA
"42338","23","1",NA
"42339","33","2",NA
"42340","39","3",NA
"42341","47","3",NA
"42342","33","2",NA
"42343","40","3",NA
"42344","39","3",NA
"42345","44","3",NA
"42346","39","3",NA
"42347","34","2",NA
"42348","41","3",NA
"42349","32","2",NA
"42350","45","3",NA
"42351","42","3",NA
"42352","43","3",NA
"42353","49","3",NA
"42354","44","3",NA
"42355","30","2",NA
"42356","30","2",NA
"42357","29","2",NA
"42358","29","2",NA
"42359","59","4",NA
"42360","41","3",NA
"42361","29","2",NA
"42362","49","3",NA
"42363","47","3",NA
"42364","32","2",NA
"42365","29","2",NA
"42366","32","2",NA
"42367","37","3",NA
"42368","33","2",NA
"42369","16","1",NA
"42370","36","3",NA
"42371","33","2",NA
"42372","42","3",NA
"42373","38","3",NA
"42374","30","2",NA
"42375","46","3",NA
"42376","45","3",NA
"42377","58","5",NA
"42378","33","2",NA
"42379","36","3",NA
"42380","63","4",NA
"42381","33","3",NA
"42382","70","6",NA
"42383","38","3",NA
"42384","49","3",NA
"42385","31","2",NA
"42386","52","4",NA
"42387","23","2",NA
"42388","38","3",NA
"42389","32","2",NA
"42390","26","2",NA
"42391","44","3",NA
"42392","27","2",NA
"42393","27","2",NA
"42394","32","2",NA
"42395","28","2",NA
"42396","28","2",NA
"42397","32","2",NA
"42398","28","2",NA
"42399","50","4",NA
"42400","79","6",NA
"42401","11","0",NA
"42402","14","0",NA
"42403","20","1",NA
"42404","47","3",NA
"42405","47","3",NA
"42406","44","3",NA
"42407","80","7","5.08"
"42408","69","5","3.6"
"42409","96","7","11.14"
"42410","37","2",".37"
"42411","46","4",".92"
"42412","42","4",".483"
"42413","28","3",".147"
"42414","28","3",".127"
"42415","46","4",".563"
"42416","37","4",".33"
"42417","56","4","1.25"
"42418","58","4",".98"
"42419","49","4",".85"
"42420","45","4",".64"
"42421","50","3",".812"
"42422","55","4","1.134"
"42423","49","3",".82"
"42424","44","3",".579"
"42425","36","3",".311"
"42426","48","4",".815"
"42427","34","2",".264"
"42428","54","4","1.194"
"42429","39","3",".42"
"42430","41","4",".581"
"42431","29","2",".149"
"42432","52","4","1.19"
"42433","57","4","1.53"
"42434","55","3","1.29"
"42435","61","4","1.93"
"42436","63","5","1.85"
"42437","58","4","1.428"
"42438","46","3",".695"
"42439","34","2",".27"
"42440","59","4","1.71"
"42441","54","4","1.11"
"42442","43",NA,".48"
"42443","49","3",".83"
"42444","38","3",".35"
"42445","41","3",".43"
"42446","42","3",".53"
"42447","41","3",".462"
"42448","40","3",".438"
"42449","43","3",".6"
"42450","43","3",".579"
"42451","47","3",".754"
"42452","68","5","2.42"
"42453","48","4",".89"
"42454","27","2",".114"
"42455","42","3",".52"
"42456","28","2",".153"
"42457","26","2",".124"
"42458","40","3",".446"
"42459","39","3",".376"
"42460","24","2",".091"
"42461","26","2",".106"
"42462","42","3",".53"
"42463","36","3",".313"
"42464","31",NA,".194"
"42465","39",NA,".401"
"42466","47","3",".645"
"42467","44","3",".656"
"42468","44","3",".725"
"42469","39","3",".423"
"42470","34","2",".252"
"42471","29","2",".159"
"42472","37","2",".429"
"42473","26","2",".127"
"42474","23","2",".084"
"42475","29","2",".169"
"42476","58","4","2.16"
"42477","69","4","2.63"
"42478","57","4","1.81"
"42479","65","4","2.54"
"42480","43","3",".578"
"42481","35","2",".303"
"42482","40","2",".517"
"42483","26","1",".141"
"42484","64","4","2.32"
"42485","41","2",".59"
"42486","67","4","2.82"
"42487","50","4","1"
"42488","64","4","2.32"
"42489","45","3",".88"
"42490","44","3",".73"
"42491","40","3",".51"
"42492","56","4","1.51"
"42493","72","5","3.31"
"42494","50","3",".99"
"42495","31",NA,".252"
"42496","35",NA,".399"
"42497","44",NA,".685"
"42498","43",NA,".63"
"42499","48",NA,".766"
"42500","61",NA,"1.999"
"42501","32",NA,".233"
"42502","57",NA,"1.688"
"42503","31",NA,".22"
"42504","36",NA,".307"
"42505","39",NA,".477"
"42506","43",NA,".544"
"42507","48",NA,"1.042"
"42508","51",NA,"1.094"
"42509","59",NA,"1.47"
"42510","24","1",NA
"42511","37","2",NA
"42512","39","2",NA
"42513","49","3",NA
"42514","41","2",NA
"42515","43","2",NA
"42516","43","2",NA
"42517","82","6",NA
"42518","57","4",NA
"42519","57","4",NA
"42520","60","4",NA
"42521","43","3",NA
"42522","77","6",NA
"42523","44","2",NA
"42524","46","3",NA
"42525","42","3",NA
"42526","40","2",NA
"42527","41","2",NA
"42528","38","2",NA
"42529","41","2",NA
"42530","40","2",NA
"42531","37","2",NA
"42532","48","3",NA
"42533","41","2",NA
"42534","46","3",NA
"42535","41","2",NA
"42536","48","3",NA
"42537","42","2",NA
"42538","41","3",NA
"42539","97","9",NA
"42540","38","2",NA
"42541","59","4",NA
"42542","70","4",NA
"42543","56","4",NA
"42544","51","3",NA
"42545","37","2",NA
"42546","81","5",NA
"42547","60","3",NA
"42548","69","4",NA
"42549","52","3",NA
"42550","35","3",NA
"42551","42","3",NA
"42552","47","3",NA
"42553","74","6",NA
"42554","45","3",NA
"42555","72","6",NA
"42556","40","3",NA
"42557","35","2",NA
"42558","28","2",NA
"42559","31","2",NA
"42560","27","2",NA
"42561","25","2",NA
"42562","30","2",NA
"42563","30","2",NA
"42564","30","2",NA
"42565","38","3",NA
"42566","52","4",NA
"42567","50","3",NA
"42568","34","2",NA
"42569","57","4",NA
"42570","45","3",NA
"42571","31","2",NA
"42572","69","5",NA
"42573","64","4",NA
"42574","50","3",NA
"42575","47","3",NA
"42576","50","3",NA
"42577","60","4",NA
"42578","36","2",NA
"42579","62","4","2.01"
"42580","62","5","1.86"
"42581","43","3",".7"
"42582","53",NA,"1.2"
"42583","69","4","2.35"
"42584","56","4","1.52"
"42585","51","3","1.01"
"42586","42",NA,".526"
"42587","41","3",".5"
"42588","53","3","1.21"
"42589","38","2",".39"
"42590","46","3",".827"
"42591","38","2",".433"
"42592","57","3","1.38"
"42593","64","4","2.52"
"42594","56","3","1.69"
"42595","50","4",NA
"42596","54","3","1.47"
"42597","40","2",".51"
"42598","50","3","1.15"
"42599","61","4","2.17"
"42600","68","4","2.73"
"42601","44","3",".743"
"42602","41","2",".483"
"42603","41","3",".629"
"42604","27","1",".133"
"42605","33","2",".244"
"42606","17","1",".029"
"42607","29","2",".166"
"42608","36","2",".301"
"42609","23","1",".079"
"42610","32","2",".218"
"42611","32","2",".248"
"42612","34","2",".299"
"42613","31","2",".246"
"42614","42",NA,".542"
"42615","45","3",".752"
"42616","32","2",".25"
"42617","34","2",".3"
"42618","48","3","1.06"
"42619","40","3",".54"
"42620","51","3","1"
"42621","43","3",".562"
"42622","55","4","1.46"
"42623","51","3","1.062"
"42624","50","4","1.028"
"42625","37","2",".363"
"42626","39","2",".441"
"42627","52","3","1.07"
"42628","26","1",".124"
"42629","20","1",".065"
"42630","28","2",".145"
"42631","22","1",".081"
"42632","21","1",".05"
"42633","35","2",".318"
"42634","39","2",".42"
"42635","47","3",".787"
"42636","28","1",".148"
"42637","21","1",".061"
"42638","48","3",".882"
"42639","42","3",".614"
"42640","64",NA,"2.57"
"42641","44",NA,".623"
"42642","37","3",NA
"42643","39","3",NA
"42644","34","2",NA
"42645","46","3",NA
"42646","64","4",NA
"42647","46","3",NA
"42648","49","3",NA
"42649","67","5",NA
"42650","22","1",NA
"42651","28","1",NA
"42652","27","1",NA
"42653","12","0",NA
"42654","24","1",NA
"42655","14","0",NA
"42656","6","0",NA
"42657","48","3",NA
"42658","49","3",NA
"42659","31","2",NA
"42660","39","3",NA
"42661","60","4",NA
"42662","57","4",NA
"42663","43","3",NA
"42664","50","3",NA
"42665","55","4",NA
"42666","35","2",NA
"42667","36","2",NA
"42668","49","3",NA
"42669","36","2",NA
"42670","43","3",NA
"42671","39","2",NA
"42672","23","1",NA
"42673","23","1",NA
"42674","28","1",NA
"42675","35","2",NA
"42676","34","2",NA
"42677","46","3",NA
"42678","81","6",NA
"42679","57","4",NA
"42680","60","3",NA
"42681","39",NA,".419"
"42682","40",NA,".491"
"42683","43",NA,".735"
"42684","44",NA,".694"
"42685","45",NA,".728"
"42686","45",NA,".838"
"42687","46",NA,".821"
"42688","49",NA,".924"
"42689","50",NA,".982"
"42690","52",NA,"1.078"
"42691","54",NA,"1.15"
"42692","32",NA,".242"
"42693","36",NA,".364"
"42694","36",NA,".355"
"42695","53",NA,"1.282"
"42696","48",NA,"1.016"
"42697","53",NA,"1.052"
"42698","43",NA,".558"
"42699","47",NA,".904"
"42700","52",NA,"1.084"
"42701","56",NA,"1.35"
"42702","33",NA,".278"
"42703","35",NA,".318"
"42704","37",NA,".373"
"42705","39",NA,".424"
"42706","45",NA,".664"
"42707","46",NA,".748"
"42708","47",NA,".781"
"42709","48",NA,"1.144"
"42710","50",NA,"1.032"
"42711","51",NA,"1.16"
"42712","52",NA,"1.274"
"42713","54",NA,"1.36"
"42714","55",NA,"1.382"
"42715","56",NA,"1.426"
"42716","57",NA,"1.59"
"42717","59",NA,"1.634"
"42718","60",NA,"1.812"
"42719","62",NA,"2.432"
"42720","33",NA,".57"
"42721","42",NA,".539"
"42722","48",NA,".79"
"42723","49",NA,"1.05"
"42724","50",NA,".93"
"42725","56",NA,"1.574"
"42726","57",NA,"1.524"
"42727","73",NA,"3.516"
"42728","24",NA,".077"
"42729","29",NA,".173"
"42730","31",NA,".185"
"42731","58",NA,"1.536"
"42732","32",NA,".243"
"42733","40",NA,".565"
"42734","43",NA,".546"
"42735","44",NA,".658"
"42736","46",NA,".688"
"42737","47",NA,".884"
"42738","50",NA,".918"
"42739","51",NA,"1.35"
"42740","53",NA,"1.208"
"42741","55",NA,"1.348"
"42742","58",NA,"1.534"
"42743","59",NA,"1.816"
"42744","42",NA,".47"
"42745","56",NA,"1.354"
"42746","58",NA,"1.568"
"42747","47",NA,".854"
"42748","56",NA,"1.29"
"42749","59",NA,"1.564"
"42750","38",NA,".45"
"42751","48",NA,".76"
"42752","51",NA,"1.07"
"42753","40",NA,".46"
"42754","41",NA,".6"
"42755","42",NA,".7"
"42756","43",NA,".52"
"42757","50",NA,".98"
"42758","42",NA,".56"
"42759","46",NA,".82"
"42760","48",NA,".71"
"42761","33",NA,".279"
"42762","38",NA,".407"
"42763","42",NA,".565"
"42764","44",NA,".651"
"42765","47",NA,".794"
"42766","44",NA,".72"
"42767","56",NA,"1.55"
"42768","31",NA,".219"
"42769","49","3",NA
"42770","44","3",NA
"42771","49","3",NA
"42772","64","4",NA
"42773","53","4",NA
"42774","43","3",NA
"42775","23","1",NA
"42776","27","1",NA
"42777","28","1",NA
"42778","28","1",NA
"42779","25","1",NA
"42780","40","2",NA
"42781","56","4",NA
"42782","50","3",NA
"42783","31","1",NA
"42784","47","3",NA
"42785","42","3",NA
"42786","43","3",NA
"42787","45","3",NA
"42788","54","3",NA
"42789","56","4",NA
"42790","53","4",NA
"42791","33","2",NA
"42792","35","2",NA
"42793","36","3",NA
"42794","48","4",NA
"42795","37","3",NA
"42796","30","2",NA
"42797","50","3",NA
"42798","45","3",NA
"42799","47","3",NA
"42800","41","3",NA
"42801","47","3",NA
"42802","44","3",NA
"42803","30","2",NA
"42804","67","5",NA
"42805","48","3",NA
"42806","44","3",NA
"42807","52","4",NA
"42808","34","2",NA
"42809","44","3",NA
"42810","31","2",NA
"42811","37","2",".376"
"42812","33",NA,".275"
"42813","40",NA,".54"
"42814","42",NA,".651"
"42815","43",NA,".618"
"42816","43",NA,".598"
"42817","46",NA,".741"
"42818","49",NA,"1.124"
"42819","50",NA,"1.022"
"42820","51",NA,"1.08"
"42821","52",NA,"1.09"
"42822","53",NA,"1.394"
"42823","56",NA,"1.492"
"42824","60",NA,"1.666"
"42825","50",NA,".97"
"42826","68",NA,"2.73"
"42827","75",NA,"3.23"
"42828","96",NA,"7.44"
"42829","34",NA,".35"
"42830","48",NA,".793"
"42831","51",NA,"1.036"
"42832","55",NA,"1.272"
"42833","58",NA,"1.678"
"42834","34",NA,".251"
"42835","39",NA,".391"
"42836","44",NA,".647"
"42837","45",NA,".974"
"42838","46",NA,".753"
"42839","48",NA,".863"
"42840","51",NA,"1.17"
"42841","55",NA,"1.394"
"42842","55",NA,"1.27"
"42843","60",NA,"1.7"
"42844","62",NA,"2.11"
"42845","80",NA,"4.83"
"42846","69",NA,"2.64"
"42847","74",NA,"3.7"
