"","LENGTH","AGE","INDWT"
"4461","52",NA,".935"
"4462","63","5","2.15"
"4463","63","4","2.062"
"4464","68","4","2.495"
"4465","74","6","3.908"
"4466","51","4",".986"
"4467","84","6","5.256"
"4468","77","8","3.608"
"4469","18",NA,".043"
"4470","24","0",".098"
"4471","20","0",".054"
"4472","18","0",".034"
"4473","20","0",".051"
"4474","65",NA,"2.774"
"4475","47","3",".862"
"4476","42","2",".594"
"4477","97","11","7.38"
"4478","74","7","3.524"
"4479","43","3",".587"
"4480","50","3","1.176"
"4481","52","3","1.328"
"4482","75","8","3.516"
"4483","27","0",".122"
"4484","25","0",".11"
"4485","27",NA,".134"
"4486","21","0",".06"
"4487","22","0",".068"
"4488","41","2",".528"
"4489","43",NA,".524"
"4490","68","4","2.732"
"4491","38","2",".402"
"4492","47","3",".753"
"4493","35","1",".286"
"4494","48","2",".785"
"4495","42","3",".505"
"4496","54","3","1.259"
"4497","45",NA,".769"
"4498","39","2",".419"
"4499","35","1",".324"
"4500","40","2",".457"
"4501","47","2",".793"
"4502","49","2",".833"
"4503","44",NA,".658"
"4504","45","2",".649"
"4505","36","1",".384"
"4506","55","3","1.332"
"4507","36",NA,".304"
"4508","39","1",".436"
"4509","37",NA,".27"
"4510","35",NA,".292"
"4511","48","2",".965"
"4512","33",NA,".227"
"4513","74","5","2.884"
"4514","39","1",".545"
"4515","49","3",".82"
"4516","46","2",".766"
"4517","44",NA,".545"
"4518","21","0",".066"
"4519","28",NA,".155"
"4520","37","1",".34"
"4521","21","0",".056"
"4522","24","0",".094"
"4523","22","0",".067"
"4524","25","0",".109"
"4525","27","1",".105"
"4526","23","0",".079"
"4527","36","1",".306"
"4528","26","1",".09"
"4529","36","1",".289"
"4530","50","3",".915"
"4531","29",NA,".149"
"4532","65","4","2.228"
"4533","52","3","1.137"
"4534","38","1",".422"
"4535","35","1",".313"
"4536","18","0",".032"
"4537","23","0",".074"
"4538","23","0",".08"
"4539","25","0",".116"
"4540","26","1",".126"
"4541","24",NA,".076"
"4542","27",NA,".138"
"4543","36","1",".369"
"4544","47",NA,".806"
"4545","38","2",".404"
"4546","44","3",".73"
"4547","52","4","1.08"
"4548","64","5","1.87"
"4549","40","3",".57"
"4550","42","3",".574"
"4551","45","4",".722"
"4552","54","4","1.278"
"4553","53","4","1.074"
"4554","82","7","4.2"
"4555","69","5","2.966"
"4556","64","5","2.057"
"4557","49","3",".831"
"4558","67","4","2.176"
"4559","68","5","2.466"
"4560","71","5","2.944"
"4561","68","5","2.203"
"4562","65","4","1.943"
"4563","24",NA,".078"
"4564","40","3",".506"
"4565","63","5","1.892"
"4566","56",NA,"1.188"
"4567","51","3","1.108"
"4568","76","7","3.35"
"4569","55",NA,"1.275"
"4570","61","4","1.516"
"4571","49","3",".846"
"4572","40","3",".474"
"4573","55","4","1.138"
"4574","51","4",".924"
"4575","50","3",".912"
"4576","71","5","2.8"
"4577","66","5","2.312"
"4578","67","4","2.918"
"4579","63","4","2.1"
"4580","52","3","1.083"
"4581","50","4","1.006"
"4582","73","7","2.71"
"4583","60","4","1.66"
"4584","35","2",".326"
"4585","38","1",".402"
"4586","66","5","2.398"
"4587","72","5","3.076"
"4588","37","1",".375"
"4589","38","1",".393"
"4590","37","1",".395"
"4591","27",NA,".129"
"4592","34","1",".257"
"4593","40",NA,".493"
"4594","38","1",".418"
"4595","49","2",".881"
"4596","38","1",".432"
"4597","52","3","1.143"
"4598","24","1",".083"
"4599","45","3",".735"
"4600","38","2",".434"
"4601","37","2",".382"
"4602","41","3",".575"
"4603","35","1",".288"
"4604","34","1",".278"
"4605","44","2",".628"
"4606","40",NA,".44"
"4607","34","1",".278"
"4608","37","1",".362"
"4609","48","3",".944"
"4610","37","1",".378"
"4611","41",NA,".518"
"4612","36","1",".348"
"4613","72","5","2.986"
"4614","71","5","3.324"
"4615","34","1",".286"
"4616","22","0",".07"
"4617","21","0",".054"
"4618","20","0",".051"
"4619","32","1",".225"
"4620","36","1",".319"
"4621","70","9","3.524"
"4622","44","3",".695"
"4623","63","4","2.182"
"4624","43","2",".498"
"4625","86","11","5.38"
"4626","48","2",".876"
"4627","20","0",".061"
"4628","14","0",".018"
"4629","23","0",".076"
"4630","31","1",".201"
"4631","33","1",".253"
"4632","33","1",".264"
"4633","35","1",".299"
"4634","32","1",".238"
"4635","30","1",".211"
"4636","29","1",".183"
"4637","29","1",".181"
"4638","26","0",".146"
"4639","24","0",".114"
"4640","39","1",".433"
"4641","22",NA,".064"
"4642","23",NA,".09"
"4643","27",NA,".138"
"4644","26",NA,".115"
"4645","55","4","1.5"
"4646","44","2",".844"
"4647","70","5","3.52"
"4648","38","1",".407"
"4649","44","2",".651"
"4650","33","1",".301"
"4651","46","2",".788"
"4652","114","11","10.36"
"4653","37",NA,".335"
"4654","59","3","1.839"
"4655","43","2",".592"
"4656","38",NA,".444"
"4657","33",NA,".193"
"4658","31",NA,".206"
"4659","32","1",".238"
"4660","62","4","2.118"
"4661","70","5","2.952"
"4662","45","2",".74"
"4663","39",NA,".405"
"4664","41",NA,".477"
"4665","45",NA,".65"
"4666","47",NA,".73"
"4667","39",NA,".354"
"4668","62",NA,"1.77"
"4669","44",NA,".72"
"4670","57",NA,"1.628"
"4671","40",NA,".342"
"4672","39",NA,".496"
"4673","35",NA,".338"
"4674","40",NA,".515"
"4675","43",NA,".564"
"4676","32",NA,".232"
"4677","42",NA,".524"
"4678","36",NA,".327"
"4679","61",NA,"2.006"
"4680","75",NA,"3.954"
"4681","61",NA,"2.142"
"4682","38",NA,".411"
"4683","34",NA,".336"
"4684","40",NA,".476"
"4685","40",NA,".426"
"4686","45",NA,".686"
"4687","45","2",".701"
"4688","23","1",".083"
"4689","27","2",".124"
"4690","24","1",".093"
"4691","24","1",".082"
"4692","21","1",".055"
"4693","39","2",".395"
"4694","39","2",".393"
"4695","41","2",".47"
"4696","33","2",".231"
"4697","28","2",".139"
"4698","27","1",".117"
"4699","43","3",".518"
"4700","33",NA,".212"
"4701","61","4","1.904"
"4702","30","2",".188"
"4703","39","3",".46"
"4704","84","8","5.32"
"4705","34","2",".254"
"4706","31","1",".202"
"4707","22","1",".068"
"4708","20",NA,".052"
"4709","69","6","2.235"
"4710","50","3","1.02"
"4711","60","5","1.616"
"4712","49","3",".892"
"4713","67","6","2.17"
"4714","62","5","1.748"
"4715","62","5","1.87"
"4716","38","3",".374"
"4717","43",NA,".504"
"4718","52","4",".864"
"4719","73","6","3.208"
"4720","53","4",".936"
"4721","43","3",".553"
"4722","50","3",".774"
"4723","40","3",".42"
"4724","50","4",".8"
"4725","27","2",".108"
"4726","47","4",".724"
"4727","72","6","2.66"
"4728","78","7","4.182"
"4729","27","1",".12"
"4730","25","1",".088"
"4731","18","1",".026"
"4732","23","1",".074"
"4733","59","4","2.016"
"4734","49","3","1.064"
"4735","53","3","1.406"
"4736","33",NA,".226"
"4737","21","1",".053"
"4738","22","1",".072"
"4739","22","1",".054"
"4740","23","1",".073"
"4741","23","1",".076"
"4742","25","1",".078"
"4743","21","1",".054"
"4744","23","1",".074"
"4745","26","1",".1"
"4746","25","1",".103"
"4747","24","1",".087"
"4748","29","2",".152"
"4749","29","1",".141"
"4750","24",NA,".078"
"4751","26","1",".112"
"4752","31","1",".196"
"4753","37","3",".326"
"4754","44",NA,".546"
"4755","64",NA,"2.012"
"4756","55",NA,"1.072"
"4757","34",NA,".236"
"4758","48","3",".797"
"4759","33","2",".232"
"4760","33","2",".239"
"4761","71","8","2.884"
"4762","46","3",".728"
"4763","42","2",".53"
"4764","59","3","1.404"
"4765","45","2",".62"
"4766","24","2",".079"
"4767","48","3",".796"
"4768","33","2",".236"
"4769","56","4","1.282"
"4770","35",NA,".26"
"4771","34",NA,".248"
"4772","41","3",".448"
"4773","37","3",".313"
"4774","35",NA,".283"
"4775","57","4","1.278"
"4776","42","2",".504"
"4777","43","2",".538"
"4778","73","8","3.334"
"4779","64","4","1.69"
"4780","28","2",".146"
"4781","31","2",".182"
"4782","32","2",".196"
"4783","31","2",".19"
"4784","37",NA,".298"
"4785","40",NA,".391"
"4786","37","2",".357"
"4787","38","2",".364"
"4788","43","2",".544"
"4789","95",NA,"7.44"
"4790","43",NA,".532"
"4791","44","4",".62"
"4792","29",NA,".154"
"4793","30","3",".146"
"4794","38",NA,".329"
"4795","45","4",".654"
"4796","31",NA,".178"
"4797","37","3",".375"
"4798","27",NA,".119"
"4799","28",NA,".12"
"4800","31","2",".184"
"4801","33","2",".201"
"4802","34","3",".234"
"4803","46","3",".646"
"4804","66","5","2.048"
"4805","97","8","8.48"
"4806","33",NA,".217"
"4807","33","2",".197"
"4808","31","2",".169"
"4809","28","1",".142"
"4810","27","1",".12"
"4811","28","2",".132"
"4812","32","2",".223"
"4813","35","3",".259"
"4814","30","2",".152"
"4815","46","3",".628"
"4816","35","2",".296"
"4817","17","1",".028"
"4818","27","2",".117"
"4819","18",NA,".036"
"4820","17","1",".028"
"4821","21","1",".052"
"4822","76","6","3.372"
"4823","61","5","1.714"
"4824","37",NA,".342"
"4825","27","1",".13"
"4826","66","5","2.036"
"4827","42","3",".464"
"4828","54","4","1.104"
"4829","70","7","2.472"
"4830","31","2",".175"
"4831","32",NA,".187"
"4832","34","3",".257"
"4833","31",NA,".189"
"4834","33","3",".238"
"4835","29","2",".159"
"4836","31",NA,".187"
"4837","31","3",".178"
"4838","33",NA,".217"
"4839","42","3",".43"
"4840","43","3",".462"
"4841","29","1",".155"
"4842","30","1",".181"
"4843","32",NA,".207"
"4844","32",NA,".208"
"4845","32",NA,".201"
"4846","29","1",".139"
"4847","39","2",".364"
"4848","26",NA,".101"
"4849","27","2",".093"
"4850","30","2",".156"
"4851","34","2",".229"
"4852","43","3",".491"
"4853","30","1",".152"
"4854","34",NA,".208"
"4855","22","1",".068"
"4856","19","1",".04"
"4857","29","2",".154"
"4858","28","2",".145"
"4859","22","1",".072"
"4860","22","1",".067"
"4861","35","2",".264"
"4862","31","2",".206"
"4863","30","1",".192"
"4864","28","1",".13"
"4865","29","1",".153"
"4866","27",NA,".119"
"4867","27",NA,".107"
"4868","32","1",".19"
"4869","22","1",".063"
"4870","26",NA,".102"
"4871","19","1",".041"
"4872","25",NA,".099"
"4873","26",NA,".107"
"4874","22","1",".064"
"4875","28","1",".136"
"4876","22","1",".064"
"4877","31",NA,".248"
"4878","40",NA,".503"
"4879","28",NA,".169"
"4880","45",NA,".84"
"4881","39",NA,".46"
"4882","59",NA,"1.66"
"4883","41",NA,".481"
"4884","35",NA,".362"
"4885","47",NA,"1.052"
"4886","64",NA,"2.56"
"4887","49",NA,".9"
"4888","34",NA,".3"
"4889","85",NA,"4.84"
"4890","83",NA,"4.94"
"4891","70",NA,"3.06"
"4892","36",NA,".32"
"4893","57",NA,"1.5"
"4894","42",NA,".62"
"4895","53",NA,"1.42"
"4896","33",NA,".28"
"4897","47",NA,".76"
"4898","32",NA,".28"
"4899","37",NA,".46"
"4900","30",NA,".22"
"4901","47",NA,".92"
"4902","62",NA,"2.12"
"4903","59",NA,"2.14"
"4904","72",NA,"3.32"
"4905","44",NA,".76"
"4906","55",NA,"1.34"
"4907","87",NA,"5.32"
"4908","53",NA,"1.38"
"4909","40",NA,".5"
"4910","33",NA,".3"
"4911","69",NA,"2.96"
"4912","48",NA,".98"
"4913","41",NA,".56"
"4914","25",NA,".14"
"4915","54",NA,"1.76"
"4916","41",NA,".68"
"4917","38",NA,".48"
"4918","54",NA,"1.42"
"4919","41",NA,".62"
"4920","31",NA,".28"
"4921","37",NA,".4"
"4922","33",NA,".26"
"4923","77",NA,"3.82"
"4924","60",NA,"1.84"
"4925","33",NA,".24"
"4926","52",NA,"1.34"
"4927","33",NA,".34"
"4928","51",NA,"1.2"
"4929","59",NA,"2.16"
"4930","45",NA,".94"
"4931","66",NA,"2.82"
"4932","47",NA,".98"
"4933","55",NA,"1.88"
"4934","64",NA,"2.78"
"4935","34",NA,".36"
"4936","38",NA,".54"
"4937","66",NA,"2.22"
"4938","61",NA,"2.12"
"4939","57",NA,"1.46"
"4940","49",NA,".97"
"4941","45",NA,".76"
"4942","60",NA,"1.76"
"4943","32",NA,".16"
"4944","37",NA,".42"
"4945","34",NA,".28"
"4946","30",NA,".2"
"4947","25",NA,".12"
"4948","100",NA,"8.52"
"4949","99",NA,"8.9"
"4950","101",NA,"8.64"
"4951","62",NA,"1.98"
"4952","28","2",".138"
"4953","26","2",".093"
"4954","16",NA,".017"
"4955","32",NA,".232"
"4956","24","1",".082"
"4957","25","1",".098"
"4958","25","1",".098"
"4959","22","1",".068"
"4960","23","1",".078"
"4961","24","1",".083"
"4962","69","7","2.8"
"4963","44","3",".73"
"4964","36","2",".348"
"4965","57","4","1.805"
"4966","48","3",".904"
"4967","43",NA,".602"
"4968","50","3","1.197"
"4969","59","5","1.406"
"4970","46",NA,"1.004"
"4971","42","2",".572"
"4972","39","1",".426"
"4973","36","1",".358"
"4974","29",NA,".163"
"4975","30","2",".197"
"4976","29","2",".171"
"4977","23","1",".08"
"4978","37","2",".355"
"4979","36",NA,".315"
"4980","30","2",".145"
"4981","41","3",".495"
"4982","22","2",".058"
"4983","30",NA,".17"
"4984","48","3",".825"
"4985","39","1",".432"
"4986","41",NA,".55"
"4987","43",NA,".724"
"4988","38","2",".426"
"4989","56","4","1.843"
"4990","46",NA,".797"
"4991","36","2",".335"
"4992","45","3",".819"
"4993","36","2",".381"
"4994","35",NA,".308"
"4995","35",NA,".309"
"4996","45","3",".756"
"4997","33","2",".254"
"4998","48","3",".756"
"4999","38","2",".43"
"5000","41","3",".486"
"5001","41","3",".519"
"5002","38","2",".421"
"5003","40","3",".449"
"5004","45","3",".712"
"5005","30","2",".162"
"5006","64","5","2.306"
"5007","62","5","2.212"
"5008","43","3",".547"
"5009","51","3","1.029"
"5010","59","5","1.73"
"5011","68","5","2.721"
"5012","39",NA,".459"
"5013","47","3",".676"
"5014","38",NA,".375"
"5015","46","3",".684"
"5016","40","3",".462"
"5017","69","7","2.812"
"5018","40","3",".518"
"5019","33",NA,".292"
"5020","28",NA,".152"
"5021","38","2",".41"
"5022","39","2",".467"
"5023","36","2",".307"
"5024","36",NA,".343"
"5025","36",NA,".342"
"5026","41",NA,".499"
"5027","44",NA,".884"
"5028","55","4","1.343"
"5029","64","4","2.179"
"5030","66","5","2.262"
"5031","40",NA,".519"
"5032","37","2",".31"
"5033","47","3",".725"
"5034","52","5","1.115"
"5035","56","5","1.285"
"5036","51","5",".92"
"5037","35","3",".27"
"5038","29","2",".145"
"5039","66","5","1.79"
"5040","37","3",".385"
"5041","36",NA,".3"
"5042","46","4",".635"
"5043","61","6","1.67"
"5044","71","6","3.13"
"5045","68",NA,"2.455"
"5046","50",NA,".98"
"5047","60","6","1.885"
"5048","41","4",".475"
"5049","39","4",".35"
"5050","33","3",".207"
"5051","34","3",".235"
"5052","42","4",".54"
"5053","44","4",".565"
"5054","45",NA,".615"
"5055","56","5","1.13"
"5056","43","3",".715"
"5057","57","5","1.385"
"5058","32",NA,".215"
"5059","49","4","1"
"5060","32","3",".19"
"5061","56","5","1.59"
"5062","30",NA,".19"
"5063","45","5",".595"
"5064","41",NA,".46"
"5065","61","6","1.755"
"5066","60","6","2.02"
"5067","56","5","1.15"
"5068","41",NA,".47"
"5069","42","4",".645"
"5070","63","6","2.005"
"5071","65","6","2.01"
"5072","51","5",".925"
"5073","55","4","1.46"
"5074","54","5","1.175"
"5075","32","2",".2"
"5076","40","4",".46"
"5077","77","7","3.505"
"5078","39","4",".475"
"5079","70","7","2.96"
"5080","62","6","1.81"
"5081","52","5",".945"
"5082","36","3",".295"
"5083","50","6",".895"
"5084","52","4","1.145"
"5085","45",NA,".59"
"5086","28",NA,".155"
"5087","35",NA,".265"
"5088","62",NA,"1.705"
"5089","51","5",".98"
"5090","66",NA,"2.15"
"5091","53","4","1.105"
"5092","57","4","1.335"
"5093","28",NA,".125"
"5094","38","3",".32"
"5095","34","3",".25"
"5096","37","3",".345"
"5097","34","2",".28"
"5098","43","4",".555"
"5099","41",NA,".485"
"5100","59","6","1.825"
"5101","65","5","2.12"
"5102","47","5",".835"
"5103","50",NA,".98"
"5104","44","3",".585"
"5105","61","6","1.86"
"5106","43","4",".485"
"5107","43","4",".5"
"5108","49","4",".94"
"5109","55","4","1.415"
"5110","46",NA,".715"
"5111","50","5",".91"
"5112","65","6","1.975"
"5113","41","4",".49"
"5114","65","6","2.19"
"5115","68",NA,"2.495"
"5116","48","5",".805"
"5117","39","2",".395"
"5118","46","4",".66"
"5119","55","5","1.435"
"5120","56","5","1.195"
"5121","40","4",".395"
"5122","47","3",".89"
"5123","40","4",".555"
"5124","47","4",".665"
"5125","29","1",".13"
"5126","57","5","1.335"
"5127","42","4",".52"
"5128","57","5","1.365"
"5129","45","3",".58"
"5130","65","6","1.98"
"5131","42","4",".545"
"5132","47",NA,".75"
"5133","27","3",".14"
"5134","41","3",".445"
"5135","51",NA,".955"
"5136","71","7","2.53"
"5137","53","4","1.075"
"5138","52","5",".975"
"5139","65","6","1.87"
"5140","53","5","1.02"
"5141","40","4",".44"
"5142","56","6","1.285"
"5143","48","4",".825"
"5144","44","4",".68"
"5145","74","7","3.18"
"5146","56","5","1.24"
"5147","50","4",".93"
"5148","38",NA,".375"
"5149","40","4",".395"
"5150","50","5",".905"
"5151","67","6","2.37"
"5152","76","6","3.715"
"5153","45","4",".55"
"5154","52","5","1.095"
"5155","41","4",".46"
"5156","54","6","1.42"
"5157","56","5","1.445"
"5158","36","3",".28"
"5159","55","5","1.18"
"5160","50","5",".86"
"5161","53","5","1.175"
"5162","57",NA,"1.385"
"5163","49","3",".925"
"5164","25","1",".085"
"5165","38","3",".405"
"5166","35","2",".31"
"5167","55","5","1.24"
"5168","58","5","1.465"
"5169","38","2",".405"
"5170","71","5","2.808"
"5171","69","6","3.1"
"5172","44",NA,".614"
"5173","67","5","2.342"
"5174","53","4","1.182"
"5175","77","6","4.324"
"5176","50",NA,".996"
"5177","71","6","2.86"
"5178","71","7","2.615"
"5179","33","2",".24"
"5180","46","4",".665"
"5181","39","4",".46"
"5182","51",NA,".945"
"5183","47","4",".71"
"5184","32",NA,".205"
"5185","57","5","1.31"
"5186","36","2",".35"
"5187","80",NA,"4.225"
"5188","31","3",".195"
"5189","32","2",".205"
"5190","61","6","1.69"
"5191","41","4",".465"
"5192","57","5","1.435"
"5193","33","2",".245"
"5194","51","3","1.052"
"5195","46","2",".722"
"5196","35","2",".28"
"5197","64","5","1.77"
"5198","54","5","1.305"
"5199","58","4","1.38"
"5200","48",NA,".805"
"5201","83","8","4.31"
"5202","41",NA,".46"
"5203","29",NA,".14"
"5204","42",NA,".545"
"5205","33","3",".255"
"5206","70","7","3.445"
"5207","62","5","1.955"
"5208","66","6","2.065"
"5209","41","4",".435"
"5210","38","1",".388"
"5211","35",NA,".26"
"5212","39","1",".432"
"5213","42","2",".51"
"5214","30","1",".198"
"5215","26",NA,".108"
"5216","58","4","1.36"
"5217","46","4",".765"
"5218","51","5",".93"
"5219","26","0",".112"
"5220","35",NA,".26"
"5221","40",NA,".43"
"5222","33","1",".24"
"5223","34","1",".242"
"5224","27",NA,".112"
"5225","48","4",".86"
"5226","58","4","1.63"
"5227","36",NA,".37"
"5228","29","3",".149"
"5229","61","3","2.438"
"5230","40","2",".562"
"5231","38","2",".416"
"5232","34","1",".29"
"5233","24",NA,".076"
"5234","38","2",".348"
"5235","44","3",".593"
"5236","36",NA,".364"
"5237","44","3",".706"
"5238","20","1",".05"
"5239","42","3",".525"
"5240","54","4","1.28"
"5241","48","3",".932"
"5242","54",NA,"1.206"
"5243","56","4","1.306"
"5244","53","4","1.142"
"5245","37","2",".414"
"5246","36","2",".354"
"5247","73","5","3.476"
"5248","71","7","3.07"
"5249","77","5","4.398"
"5250","48","3","1.08"
"5251","61","4","1.844"
"5252","73","5","3.772"
"5253","37","3",".324"
"5254","40","2",".442"
"5255","36","2",".42"
"5256","43","2",".584"
"5257","28",NA,".154"
"5258","32","1",".25"
"5259","38","1",".378"
"5260","23",NA,".084"
"5261","24","1",".085"
"5262","46","2",".806"
"5263","46",NA,".845"
"5264","45","2",".958"
"5265","69","5","2.882"
"5266","56","3","1.454"
"5267","46","3",".808"
"5268","59","3","1.71"
"5269","43",NA,".728"
"5270","52","3","1.29"
"5271","49","3","1.008"
"5272","40","2",".506"
"5273","48","4",".745"
"5274","39","4",".4"
"5275","62","5","1.78"
"5276","66","6","2.125"
"5277","54","5","1.1"
"5278","72",NA,"2.97"
"5279","35","3",".275"
"5280","46","3",".645"
"5281","33","2",".25"
"5282","67","6","2.58"
"5283","47","4",".78"
"5284","91","8","8.47"
"5285","30","3",".164"
"5286","43",NA,".585"
"5287","44","4",".68"
"5288","66","5","2.505"
"5289","34","3",".23"
"5290","111","13","12.16"
"5291","80","6","4.268"
"5292","40","2",".496"
"5293","46","3",".87"
"5294","55","3","1.423"
"5295","41",NA,".493"
"5296","30","1",".181"
"5297","39",NA,".445"
"5298","37",NA,".401"
"5299","35",NA,".35"
"5300","37","1",".39"
"5301","36",NA,".345"
"5302","36","1",".314"
"5303","32","1",".219"
"5304","31","1",".183"
"5305","23","0",".08"
"5306","29","1",".178"
"5307","27","1",".126"
"5308","57","4","2.104"
"5309","41","2",".606"
"5310","45","3",".702"
"5311","39","3",".424"
"5312","51","4","1.088"
"5313","55","4","1.408"
"5314","43","3",".676"
"5315","46","3",".822"
"5316","65","6","2.255"
"5317","49","4",".985"
"5318","60","5","1.485"
"5319","39","3",".405"
"5320","51","4",".935"
"5321","40","2",".585"
"5322","42","4",".535"
"5323","52","5",".87"
"5324","33",NA,".26"
"5325","54","4","1.215"
"5326","49","3","1.065"
"5327","41",NA,".405"
"5328","44","3",".615"
"5329","36","2",".305"
"5330","60",NA,"1.77"
"5331","54","5","1.065"
"5332","31","2",".18"
"5333","53","5","1.175"
"5334","49","4",".87"
"5335","32","2",".22"
"5336","46",NA,".79"
"5337","40",NA,".43"
"5338","60",NA,"1.675"
"5339","51","5",".965"
"5340","63","7","1.81"
"5341","35","2",".27"
"5342","43","4",".61"
"5343","43","3",".53"
"5344","39","4",".425"
"5345","29","2",".14"
"5346","44","4",".59"
"5347","29","2",".155"
"5348","36","3",".305"
"5349","29","2",".15"
"5350","53","5","1.195"
"5351","51","4",".87"
"5352","30","3",".16"
"5353","41","3",".44"
"5354","35","2",".315"
"5355","39","1",".424"
"5356","49",NA,".91"
"5357","39","1",".485"
"5358","37","1",".387"
"5359","45","2",".768"
"5360","44","2",".737"
"5361","32","1",".233"
"5362","36","1",".348"
"5363","36","1",".315"
"5364","40","1",".521"
"5365","42","2",".599"
"5366","40","1",".47"
"5367","34","1",".284"
"5368","30","1",".181"
"5369","56","5","1.155"
"5370","29",NA,".167"
"5371","30",NA,".179"
"5372","27",NA,".125"
"5373","27",NA,".136"
"5374","26",NA,".112"
"5375","74","8","3.144"
"5376","73","8","3.814"
"5377","53","5","1.015"
"5378","43","4",".505"
"5379","51","5",".99"
"5380","55",NA,"1.3"
"5381","66","10","2.636"
"5382","87","8","4.94"
"5383","68","7","2.988"
"5384","41","3",".503"
"5385","44","3",".656"
"5386","31","3",".2"
"5387","72","6","2.71"
"5388","48","3",".766"
"5389","63","8","2.014"
"5390","50",NA,"1.015"
"5391","44",NA,".534"
"5392","44","4",".54"
"5393","70","7","3.015"
"5394","42","4",".545"
"5395","79","6","4.814"
"5396","67","6","2.45"
"5397","45","3",".69"
"5398","56","5","1.365"
"5399","56","5","1.38"
"5400","32","3",".202"
"5401","54","5","1.185"
"5402","48","5",".835"
"5403","68","6","2.37"
"5404","45","3",".59"
"5405","34","3",".244"
"5406","43",NA,".59"
"5407","47",NA,".93"
"5408","42","3",".585"
"5409","42","4",".49"
"5410","59","5","1.85"
"5411","59","6","1.425"
"5412","41",NA,".694"
"5413","40",NA,".566"
"5414","39","1",".4"
"5415","37","1",".47"
"5416","46","2",".69"
"5417","39",NA,".498"
"5418","42",NA,".638"
"5419","43","2",".764"
"5420","36","1",".416"
"5421","35","1",".366"
"5422","38","1",".436"
"5423","39","1",".439"
"5424","39","1",".468"
"5425","40",NA,".549"
"5426","45",NA,".84"
"5427","43",NA,".618"
"5428","44",NA,".652"
"5429","98","8","8.52"
"5430","108","8","9.84"
"5431","87","6","5.5"
"5432","66",NA,"2.988"
"5433","55","3","1.348"
"5434","45",NA,".772"
"5435","40",NA,".473"
"5436","48",NA,".899"
"5437","39","1",".434"
"5438","38","1",".452"
"5439","40","2",".569"
"5440","39","1",".49"
"5441","42",NA,".563"
"5442","48",NA,".92"
"5443","57","6","1.38"
"5444","74","6","3.34"
"5445","61","3","1.976"
"5446","41","2",".536"
"5447","38","1",".456"
"5448","41",NA,".536"
"5449","46",NA,".74"
"5450","56","5","1.32"
"5451","34","2",".28"
"5452","46","4",".65"
"5453","28",NA,".133"
"5454","34","1",".254"
"5455","36","1",".322"
"5456","39","1",".415"
"5457","37","1",".341"
"5458","34","1",".277"
"5459","37",NA,".362"
"5460","44",NA,".672"
"5461","40",NA,".489"
"5462","33",NA,".245"
"5463","33","1",".233"
"5464","28",NA,".138"
"5465","60","3","1.958"
"5466","50","4",".89"
"5467","46","4",".855"
"5468","44","3",".54"
"5469","39","2",".476"
"5470","37","1",".413"
"5471","60","4","1.713"
"5472","38","1",".476"
"5473","44","2",".732"
"5474","41",NA,".482"
"5475","36","1",".34"
"5476","40","1",".437"
"5477","40","2",".541"
"5478","44",NA,".629"
"5479","34","1",".234"
"5480","59","5","1.47"
"5481","68","4","2.6"
"5482","61","4","1.808"
"5483","40","2",".504"
"5484","34",NA,".276"
"5485","52","3","1.32"
"5486","77","5","4.394"
"5487","57","3","1.462"
"5488","62","3","2.084"
"5489","59",NA,"1.996"
"5490","52","3","1.089"
"5491","37","1",".354"
"5492","34",NA,".267"
"5493","37",NA,".37"
"5494","37","3",".31"
"5495","48","4",".72"
"5496","38","1",".401"
"5497","35","3",".295"
"5498","63","3","2.452"
"5499","63","6","2.074"
"5500","57",NA,"1.49"
"5501","31","3",".175"
"5502","61","4","2.152"
"5503","44","2",".63"
"5504","67","4","2.804"
"5505","50","3","1.124"
"5506","53","3","1.348"
"5507","40","2",".512"
"5508","25","0",".1"
"5509","49","2",".958"
"5510","56","4","1.462"
"5511","59","4","1.688"
"5512","36","1",".343"
"5513","34","2",".328"
"5514","39",NA,".477"
"5515","41","2",".549"
"5516","39",NA,".517"
"5517","36","1",".359"
"5518","30","1",".183"
"5519","43","2",".607"
"5520","37","1",".358"
"5521","34","1",".26"
"5522","66","8","2.336"
"5523","33","1",".284"
"5524","32",NA,".237"
"5525","27",NA,".127"
"5526","33","1",".247"
"5527","30",NA,".188"
"5528","26","0",".127"
"5529","35","2",".295"
"5530","47","3",".745"
"5531","46","3",".64"
"5532","37","3",".34"
"5533","45",NA,".745"
"5534","57","5","1.717"
"5535","46","3",".733"
"5536","36","1",".362"
"5537","60",NA,"1.806"
"5538","26",NA,".102"
"5539","34","1",".265"
"5540","29","1",".152"
"5541","26","0",".106"
"5542","25","0",".116"
"5543","35","1",".256"
"5544","9",NA,".005"
"5545","35","1",".314"
"5546","37","1",".39"
"5547","38","1",".404"
"5548","34","1",".276"
"5549","42","2",".559"
"5550","37","1",".36"
"5551","34","1",".28"
"5552","39","1",".451"
"5553","38","2",".395"
"5554","53","5","1.075"
"5555","38","1",".351"
"5556","33","1",".241"
"5557","24",NA,".076"
"5558","25",NA,".089"
"5559","25",NA,".127"
"5560","34","1",".239"
"5561","24",NA,".089"
"5562","26","0",".121"
"5563","36",NA,".313"
"5564","31",NA,".175"
"5565","59","4","1.61"
"5566","38","1",".451"
"5567","34","1",".312"
"5568","42",NA,".541"
"5569","38","1",".402"
